id,lat,lon,locality,month,year,sex,mat,ml,wgt,analysis_date,fullness,full_wgt,empty_wgt,content_wgt
CAPEXI_124,27.412067,112.144933,,,2016,M,5,16.2,0.0887468,7/11/17,1,0.48,0.45,0.03
CAPEXI_125,27.412067,112.144933,,,2016,M,5,16.5,0.0687608,7/11/17,1,0.66,0.62,0.04
CAPEXI_126,27.412067,112.144933,,,2016,M,5,16.6,0.0687608,7/11/17,1,0.73,0.72,0.01
CAPEXI_127,27.412067,112.144933,,,2016,F,5,18.1,0.1237223,7/11/17,4,2.76,1.89,0.87
CAPEXI_128,27.412067,112.144933,,,2016,F,5,17.3,0.1087328,7/11/17,2,1.16,0.94,0.22
CAPEXI_129,27.412067,112.144933,,,2016,F,5,19,0.1237223,7/11/17,3,1.6,1.14,0.46
CAPEXI_130,27.42255,112.064433,,,2016,F,5,18.5,0.1387118,7/11/17,2,1.16,1,0.16
CAPEXI_131,27.42255,112.064433,,,2016,F,5,18.2,0.1187258,7/11/17,1,0.7,0.68,0.02
CAPEXI_132,27.751717,111.7849,,,2016,F,5,18.5,0.1237223,7/14/17,3,1.12,0.76,0.36
CAPEXI_133,27.751717,111.7849,,,2016,M,5,17.9,0.1337153,7/13/17,4,5.47,0.6,4.87
CAPEXI_134,27.751717,111.7849,,,2016,F,5,19.3,0.1537013,7/13/17,3,1.46,0.7,0.76
CAPEXI_135,27.751717,111.7849,,,2016,F,4,15.4,0.0687608,7/14/17,2,,,
CAPEXI_136,27.751717,111.7849,,,2016,F,2,13.2,0.0437783,7/14/17,3,0.65,0.32,0.33
CAPEXI_137,27.751717,111.7849,,,2016,F,5,21.6,0.2186558,7/14/17,4,5.15,1.44,3.71
CAPEXI_138,27.751717,111.7849,,,2016,F,5,19.5,0.1586978,7/14/17,4,4.19,1.03,3.16
CAPEXI_139,27.751717,111.7849,,,2016,F,5,21.1,0.1736873,7/14/17,3,2.04,1.22,0.82
CAPEXI_140,27.751717,111.7849,,,2016,F,5,20.4,0.1686908,7/14/17,4,4.02,1.07,2.95
CAPEXI_141,27.751717,111.7849,,,2016,F,5,19.7,0.1487048,7/14/17,4,1.42,0.78,0.64
CAPEXI_142,27.751717,111.7849,,,2016,F,3,15.1,0.0537713,7/13/17,4,2.9,0.33,2.57
CAPEXI_143,27.751717,111.7849,,,2016,F,5,18.9,0.1437083,7/13/17,3,1.43,0.92,0.51
CAPEXI_145,27.751717,111.7849,,,2016,F,5,20,0.1586978,7/14/17,4,2.63,0.89,1.74
CAPEXI_146,27.751717,111.7849,,,2016,F,5,18.5,0.1287188,6/13/17,4,2,0.84,1.16
CAPEXI_147,27.751717,111.7849,,,2016,F,5,15.2,0.0537713,6/13/17,4,2.26,0.8,1.46
CAPEXI_148,27.751717,111.7849,,,2016,F,5,20.5,0.1686908,6/14/17,3,1.27,0.73,0.54
CAPEXI_149,27.751717,111.7849,,,2016,F,5,19.9,0.1437083,6/20/17,3,1.33,0.84,0.49
CAPEXI_150,27.751717,111.7849,,,2016,F,5,18.1,0.1187258,6/15/17,3,1.16,1.01,0.15
CAPEXI_151,27.751717,111.7849,,,2016,F,5,19,0.1437083,6/15/17,4,1.11,0.36,0.75
CAPEXI_152,27.751717,111.7849,,,2016,F,4,15,0.0687608,6/15/17,1,0.61,0.5,0.11
CAPEXI_153,27.751717,111.7849,,,2016,F,5,20.5,0.1586978,5/12/17,1,1.05,0.6,0.45
CAPEXI_154,27.751717,111.7849,,,2016,F,5,19.7,0.1636943,6/19/17,4,1.54,1.08,0.46
CAPEXI_155,27.751717,111.7849,,,2016,F,5,20.8,0.1886768,6/21/17,3,1.04,0.75,0.29
CAPEXI_156,27.751717,111.7849,,,2016,F,3,16.8,0.0887468,6/15/17,4,1.55,0.8,0.75
CAPEXI_157,27.751717,111.7849,,,2016,F,5,18.2,0.1337153,6/22/17,1,0.42,0.36,0.06
CAPEXI_158,27.751717,111.7849,,,2016,F,5,21.9,0.2436383,6/19/17,3,2.13,1.36,0.77
CAPEXI_159,27.751717,111.7849,,,2016,F,5,19.4,0.1337153,6/19/17,1,0.92,0.74,0.18
CAPEXI_160,27.751717,111.7849,,,2016,F,5,18.6,0.1437083,6/13/17,4,3.05,1.21,1.84
CAPEXI_161,27.751717,111.7849,,,2016,F,5,18.6,0.1387118,6/14/17,2,0.89,0.8,0.09
CAPEXI_162,27.751717,111.7849,,,2016,F,5,19.6,0.1586978,6/13/17,1,1.03,0.67,0.36
CAPEXI_163,27.454567,111.4892167,,,2016,F,5,17.4,0.1137293,6/14/17,3,0.79,0.64,0.15
CAPEXI_164,27.454567,111.4892167,,,2016,F,5,18.4,0.1437083,5/12/17,,1.29,0.56,0.73
CAPEXI_165,27.454567,111.4892167,,,2016,F,5,16.7,0.0987398,6/14/17,1,0.53,,
CAPEXI_166,27.454567,111.4892167,,,2016,F,5,17.1,0.1187258,5/12/17,2,1.02,0.52,0.5
CAPEXI_167,27.454567,111.4892167,,,2016,F,4,16.1,0.0937433,5/12/17,4,1.69,0.53,1.16
CAPEXI_168,27.454567,111.4892167,,,2016,F,3,16.2,0.0787538,6/20/17,3,0.97,0.53,0.44
CAPEXI_169,27.454567,111.4892167,,,2016,F,3,15.9,0.0837503,6/19/17,4,2.9,,
CAPEXI_170,27.454567,111.4892167,,,2016,F,5,17.6,0.1237223,5/12/17,1,0.65,0.39,0.26
CAPEXI_171,27.454567,111.4892167,,,2016,F,3,15.2,0.0737573,5/12/17,3,1.19,0.55,0.64
CAPEXI_172,27.454567,111.4892167,,,2016,M,4,14.9,0.0737573,6/21/17,1,0.36,0.31,0.05
CAPEXI_173,27.454567,111.4892167,,,2016,F,3,15.7,0.0837503,6/19/17,1,0.57,0.44,0.13
CAPEXI_174,27.454567,111.4892167,,,2016,F,5,17.7,0.1187258,6/19/17,3,1.29,0.94,0.35
CAPEXI_175,27.454567,111.4892167,,,2016,F,2,15.2,0.0737573,5/12/17,4,1.56,0.52,1.04
CAPEXI_176,27.454567,111.4892167,,,2016,F,2,14.5,0.0537713,5/12/17,1,0.59,0.32,0.27
CAPEXI_177,27.454567,111.4892167,,,2016,M,5,15.1,0.0687608,5/12/17,1,0.51,0.46,0.05
CAPEXI_178,27.454567,111.4892167,,,2016,M,5,13.5,0.0487748,6/19/17,2,0.46,0.37,0.09
CAPEXI_179,27.454567,111.4892167,,,2016,F,2,15,0.0687608,6/19/17,3,1.45,0.96,0.49
CAPEXI_180,27.454567,111.4892167,,,2016,F,4,16.2,0.0737573,5/12/17,1,0.85,0.79,0.06
CAPEXI_181,27.454567,111.4892167,,,2016,F,3,17,0.0987398,6/19/17,1,0.56,0.54,0.02
CAPEXI_182,27.454567,111.4892167,,,2016,F,2,11.9,0.0237923,6/19/17,2,0.36,0.28,0.08
CAPEXI_183,27.454567,111.4892167,,,2016,F,3,15,0.0487748,6/19/17,3,1.18,0.8,0.38
CAPEXI_184,27.454567,111.4892167,,,2016,F,2,14.7,0.0437783,6/19/17,4,2.2,0.6,1.6
CAPEXI_185,27.454567,111.4892167,,,2016,M,5,14.1,0.0337853,6/19/17,2,0.68,0.5,0.18
CAPEXI_186,27.454567,111.4892167,,,2016,F,5,16.2,0.0687608,6/19/17,1,0.78,0.6,0.18
CAPEXI_187,27.454567,111.4892167,,,2016,F,5,16.5,0.0837503,7/4/17,3,1.44,0.66,0.78
CAPEXI_188,27.454567,111.4892167,,,2016,F,3,17,0.0787538,6/30/17,4,5.29,1.34,3.95
CAPEXI_189,27.454567,111.4892167,,,2016,F,3,16,0.0587678,7/3/17,4,2.34,0.9,1.44
CAPEXI_190,27.454567,111.4892167,,,2016,F,5,16.1,0.0837503,7/4/17,1,0.67,0.57,0.2
CAPEXI_191,27.454567,111.4892167,,,2016,F,5,17.5,0.0887468,7/5/17,1,0.35,0.34,0.01
CAPEXI_192,27.454567,111.4892167,,,2016,F,5,17.5,0.0937433,7/3/17,3,1.15,0.52,0.63
CAPEXI_193,27.454567,111.4892167,,,2016,M,5,14.2,0.0387818,7/4/17,2,0.74,0.56,0.18
CAPEXI_194,27.454567,111.4892167,,,2016,F,3,15.1,0.0537713,7/5/17,2,0.73,0.59,0.14
CAPEXI_195,27.454567,111.4892167,,,2016,F,5,16,0.0687608,6/30/17,4,2,0.72,1.28
CAPEXI_196,27.454567,111.4892167,,,2016,M,5,14.9,0.0237923,7/4/17,2,0.7,0.37,0.33
CAPEXI_197,27.454567,111.4892167,,,2016,F,5,20.1,0.1686908,7/4/17,3,2.75,1.74,1.01
CAPEXI_198,27.454567,111.4892167,,,2016,F,5,17.5,0.1137293,7/5/17,2,0.88,0.64,0.24
CAPEXI_199,27.454567,111.4892167,,,2016,F,5,17.7,0.1087328,7/3/17,1,0.83,0.62,0.21
CAPEXI_200,27.454567,111.4892167,,,2016,M,5,18,0.1087328,7/4/17,1,0.95,0.66,0.29
CAPEXI_201,27.454567,111.4892167,,,2016,F,4,15.1,0.0737573,7/4/17,3,1.29,0.72,0.57
CAPEXI_202,27.454567,111.4892167,,,2016,M,5,15.6,0.0687608,7/4/17,3,1.43,0.6,0.83
CAPEXI_203,27.454567,111.4892167,,,2016,F,5,19.4,0.1586978,7/4/17,3,1.21,0.59,0.34
CAPEXI_204,27.454567,111.4892167,,,2016,F,5,20,0.1537013,7/5/17,2,0.87,0.62,0.25
CAPEXI_206,27.454567,111.4892167,,,2016,F,3,15.9,0.0787538,7/4/17,2,1.34,0.64,0.7
CAPEXI_207,27.454567,111.4892167,,,2016,F,2,14.1,0.0487748,7/5/17,4,2.09,0.67,1.42
CAPEXI_209,27.454567,111.4892167,,,2016,F,5,19.9,0.1537013,7/5/17,1,0.64,0.58,0.06
CAPEXII_035,27.927,-112.683,,7,2017,F,4,20.3,0.1933,12/28/17,0,0.98,0.98,0
CAPEXII_036,28.273,-112.576,,7,2017,F,3,19.2,0.1706,12/29/17,3,2.21,1.45,0.76
CAPEXII_037,28.648,-112.696,,7,2017,M,5,15.1,0.1815,12/27/17,1,0.63,0.49,0.14
CAPEXII_038,26.82,-110.27,,7,2017,M,5,21.1,0.2253,12/29/17,4,5.79,2.82,2.97
CAPEXII_039,28.858,-112.645,,7,2017,F,5,21.9,0.25857,1/2/18,1,2.54,1.99,0.55
CAPEXII_040,27.395,-111.841,,7,2017,F,5,22.9,0.26279,12/26/17,4,4.56,2.21,2.35
CAPEXII_041,27.395,-111.841,,7,2017,F,5,20.4,0.20589,12/29/17,1,1.41,1.34,0.07
CAPEXII_042,27.395,-111.841,,7,2017,F,3,18.4,0.15679,12/31/17,1,1.41,1.36,0.05
CAPEXII_043,28.412,-112.437,,7,2017,F,5,18,0.14481,12/30/17,1,1.1,1,0.1
CAPEXII_044,28.412,-112.437,,7,2017,M,5,19.7,0.17827,12/28/17,0,1.09,1.08,0.01
CAPEXII_045,28.412,-112.437,,7,2017,F,5,21.1,0.25396,12/29/17,4,5.08,2.19,2.89
CAPEXII_046,28.412,-112.437,,7,2017,F,3,18.7,0.1287,1/2/18,2,1.35,0.67,0.68
CAPEXII_047,28.553,-112.537,,7,2017,M,5,16.6,0.09776,12/26/17,1,0.7,0.69,0.01
CAPEXII_048,28.553,-112.537,,7,2017,M,5,16.1,0.09138,12/26/17,1,0.58,0.54,0.04
CAPEXII_049,28.553,-112.537,,7,2017,M,5,18.2,0.1226,12/27/17,0,0.92,0.92,0
CAPEXII_050,28.553,-112.537,,7,2017,M,5,16.7,0.09875,12/31/17,1,0.66,0.62,0.04
CAPEXII_051,27.503,-111.781,,7,2017,F,5,24.4,0.32995,12/29/17,4,5.78,2.22,3.56
CAPEXII_052,27.503,-111.781,,7,2017,M,5,22.3,0.24665,12/29/17,2,2.21,1.92,0.29
CAPEXII_053,27.503,-111.781,,7,2017,F,5,21.1,0.22809,12/31/17,2,1.85,1.71,0.14
CAPEXII_054,27.503,-111.781,,7,2017,F,5,19.2,0.18087,12/27/17,2,2.06,1.54,0.52
CAPEXII_055,27.503,-111.781,,7,2017,F,5,21.5,0.25538,12/31/17,1,2.9,2.69,0.21
CAPEXII_056,27.503,-111.781,,7,2017,F,5,25.1,0.36148,12/26/17,4,9.51,2.57,6.94
CAPEXII_057,27.503,-111.781,,7,2017,F,3,18.4,0.14754,1/2/18,2,0.74,0.55,0.19
CAPEXII_058,27.503,-111.781,,7,2017,F,3,15.9,0.09738,12/30/17,1,0.72,0.54,0.18
CAPEXII_059,27.597,-111.609,,7,2017,F,2,15.3,0.08809,1/2/18,4,1.55,0.54,1.01
CAPEXII_060,27.597,-111.609,,7,2017,M,4,16.7,0.1117,12/30/17,1,0.96,0.82,0.14
CAPEXII_061,27.948,-112.327,,7,2017,F,2,13.3,0.06056,12/27/17,1,0.67,0.38,0.29
CAPEXII_062,27.948,-112.327,,7,2017,F,5,20,0.21386,12/28/17,1,0.99,0.98,0.01
CAPEXII_063,27.948,-112.327,,7,2017,F,5,19.8,0.20804,12/26/17,3,1.57,0.82,0.75
CAPEXII_064,27.948,-112.327,,7,2017,F,5,21.9,0.27288,12/30/17,3,2.83,1.74,1.09
CAPEXII_065,27.948,-112.327,,7,2017,F,5,23.3,0.33572,12/30/17,0,2.89,2.52,0.37
CAPEXII_066,27.948,-112.327,,7,2017,F,2,15.6,0.09827,12/27/17,1,0.94,0.63,0.31
CAPEXII_067,27.948,-112.327,,7,2017,F,5,22.5,0.29377,12/28/17,0,1.34,1.34,0
CAPEXII_068,27.948,-112.327,,7,2017,F,2,14.2,0.07578,12/29/17,2,0.71,0.49,0.22
CAPEXII_069,27.948,-112.327,,7,2017,F,4,17.8,0.14703,1/2/18,4,1.82,0.54,1.28
CAPEXII_070,27.948,-112.327,,7,2017,M,5,15.9,0.10111,12/26/17,1,0.5,0.49,0.01
CAPEXII_071,27.948,-112.327,,7,2017,F,4,18.6,0.1589,12/26/17,1,1,0.96,0.04
CAPEXII_072,27.948,-112.327,,7,2017,M,5,15.4,0.08692,1/2/18,1,1.14,0.56,0.58
CAPEXII_073,27.948,-112.327,,7,2017,M,5,17.6,0.13025,12/29/17,0,0.77,0.77,0
CAPEXII_074,27.597,-111.609,,7,2017,F,5,17,0.12885,12/26/17,1,0.75,0.5,0.25
CAPEXII_075,27.597,-111.609,,7,2017,F,4,18,0.13105,12/26/17,0,1.46,0.95,0.51
CAPEXII_076,27.597,-111.609,,7,2017,F,2,15.5,0.08693,12/29/17,2,0.9,0.68,0.22
CAPEXII_077,27.597,-111.609,,7,2017,F,5,21.5,0.23134,1/2/18,4,4.66,1.69,2.97
CAPEXII_078,27.597,-111.609,,7,2017,F,3,19,0.16968,12/31/17,0,1.66,1.34,0.32
CAPEXII_079,27.108,-110.557,,7,2017,M,5,22.2,0.26604,12/27/17,3,3.25,1.95,1.3
CAPEXII_080,27.108,-110.557,,7,2017,M,5,28.7,0.20946,12/29/17,3,2.64,1.34,1.3
CAPEXII_081,27.108,-110.557,,7,2017,F,5,22,0.26001,12/26/17,4,6.31,1.79,4.52
CAPEXII_082,27.108,-110.557,,7,2017,F,5,25.6,0.39664,12/27/18,3,4.22,2.01,2.21
CAPEXII_083,27.369,-112.203,,7,2017,F,4,24.5,0.39327,12/29/17,3,5.98,3.79,2.19
CAPEXII_084,27.369,-112.203,,7,2017,F,5,20.6,0.2332,12/26/17,1,1.55,1.53,0.02
CAPEXII_085,27.369,-112.203,,7,2017,F,5,20.8,0.19883,12/27/17,3,3.78,1.83,1.95
CAPEXII_086,27.369,-112.203,,7,2017,F,5,23.3,0.28886,12/27/17,1,2.48,2.39,0.09
CAPEXII_087,27.472,-112.035,,7,2017,F,5,24.3,0.31796,12/27/17,0,2.83,2.25,0.58
CAPEXII_088,27.472,-112.035,,7,2017,F,5,24.3,0.33542,12/30/17,4,5.59,2.8,2.79
CAPEXII_089,27.948,-112.327,,7,2017,M,3,15,0.07833,12/27/17,1,0.54,0.52,0.02
CAPEXII_090,27.948,-112.327,,7,2017,F,5,18.3,0.16503,1/2/18,3,1.43,0.63,0.8
CAPEXII_091,27.948,-112.327,,7,2017,F,5,19.1,0.18065,12/27/17,2,1.47,1.07,0.4
CAPEXII_092,27.948,-112.327,,7,2017,M,5,16.7,0.10523,12/26/17,1,0.81,0.8,0.01
CAPEXII_093,27.948,-112.327,,7,2017,M,5,16.7,0.10433,12/30/17,1,0.74,0.66,0.08
CAPEXII_094,27.948,-112.327,,7,2017,M,5,15.9,0.08074,12/27/17,0,0.45,0.42,0.03
CAPEXII_095,27.948,-112.327,,7,2017,F,4,20,0.21747,12/27/17,2,3.54,1.2,2.34
CAPEXII_096,27.948,-112.327,,7,2017,F,5,20.5,0.19646,12/27/17,2,1.16,0.96,0.2
CAPEXII_097,27.948,-112.327,,7,2017,F,5,18.6,0.17264,12/27/17,1,0.58,0.5,0.08
CAPEXII_098,27.948,-112.327,,7,2017,F,5,20.3,0.21431,12/27/17,1,1.52,1.14,0.38
CAPEXII_099,27.948,-112.327,,7,2017,M,2,11.6,0.03637,12/29/17,1,0.35,0.25,0.1
CAPEXII_100,27.948,-112.327,,7,2017,F,4,18.5,0.16671,12/27/17,1,1.56,1.3,0.26
