"","cruise_int","Date_M","Lat_M","Lon_M","date","year","mean sst","stdev sst","n","satellite date","requested lon min","requested lon max","requested lat min","requested lat max","requested date","median sst","mad sst","mean chlorophyll","stdev chlorophyll","n","satellite date","requested lon min","requested lon max","requested lat min","requested lat max","requested date","median chlorophyll","mad chlorophyll"
"1",2.179,20070125,28.31688308,-112.69400524,2007-01-25,"2007",15.1058650495272,0.294868912088997,289,"2007-01-25 12:00:00",-112.79400524,-112.59400524,28.21688308,28.41688308,13538,15.085000038147,0.340998735237122,0.815728374006014,0.128807047372561,289,"2007-01-25 12:00:00",-112.79400524,-112.59400524,28.21688308,28.41688308,13538,0.81466668844223,0.139364461505413
"2",2.1791,20070125,28.31835667,-112.70324333,2007-01-25,"2007",15.1058650495272,0.294868912088997,289,"2007-01-25 12:00:00",-112.79400524,-112.59400524,28.21688308,28.41688308,13538,15.085000038147,0.340998735237122,0.815728374006014,0.128807047372561,289,"2007-01-25 12:00:00",-112.79400524,-112.59400524,28.21688308,28.41688308,13538,0.81466668844223,0.139364461505413
"3",2.1792,20070125,28.32002308,-112.71321512,2007-01-25,"2007",15.1231833890235,0.291723897002547,289,"2007-01-25 12:00:00",-112.81321512,-112.61321512,28.22002308,28.42002308,13538,15.1049995422363,0.348411904907227,0.807593427727379,0.130226095878532,289,"2007-01-25 12:00:00",-112.81321512,-112.61321512,28.22002308,28.42002308,13538,0.804666697978973,0.137881703853607
"4",2.1967,20070125,27.76936,-112.57197167,2007-01-25,"2007",15.6834870581257,0.185450180141201,271,"2007-01-25 12:00:00",-112.67197167,-112.47197167,27.66936,27.86936,13538,15.6850004196167,0.177913244247437,1.26721386285666,0.283958759005506,279,"2007-01-25 12:00:00",-112.67197167,-112.47197167,27.66936,27.86936,13538,1.20533335208893,0.255995603299141
"5",2.1968,20070125,27.76841187,-112.57417,2007-01-25,"2007",15.6839433813995,0.190253062524957,265,"2007-01-25 12:00:00",-112.67417,-112.47417,27.66841187,27.86841187,13538,15.6800003051758,0.177911830329895,1.30062881996343,0.28724899829278,273,"2007-01-25 12:00:00",-112.67417,-112.47417,27.66841187,27.86841187,13538,1.23566663265228,0.265879593873024
"6",2.1969,20070125,27.76735065,-112.5805437,2007-01-25,"2007",15.6839433813995,0.190253062524957,265,"2007-01-25 12:00:00",-112.67417,-112.47417,27.66841187,27.86841187,13538,15.6800003051758,0.177911830329895,1.30062881996343,0.28724899829278,273,"2007-01-25 12:00:00",-112.67417,-112.47417,27.66841187,27.86841187,13538,1.23566663265228,0.265879593873024
"7",2.197,20070125,27.76049285,-112.58205374,2007-01-25,"2007",15.6868992221448,0.190303562747056,258,"2007-01-25 12:00:00",-112.68205374,-112.48205374,27.66049285,27.86049285,13538,15.6875,0.189030877876282,1.29925593432416,0.291161629119325,267,"2007-01-25 12:00:00",-112.68205374,-112.48205374,27.66049285,27.86049285,13538,1.22966659069061,0.285647751760483
"8",2.1971,20070125,27.76478,-112.571105,2007-01-25,"2007",15.6839433813995,0.190253062524957,265,"2007-01-25 12:00:00",-112.671105,-112.471105,27.66478,27.86478,13538,15.6800003051758,0.177911830329895,1.30062881996343,0.28724899829278,273,"2007-01-25 12:00:00",-112.671105,-112.471105,27.66478,27.86478,13538,1.23566663265228,0.265879593873024
"9",2.1972,20070125,27.76865793,-112.56205254,2007-01-25,"2007",15.6800737803273,0.189043385561366,271,"2007-01-25 12:00:00",-112.66205254,-112.46205254,27.66865793,27.86865793,13538,15.6750001907349,0.17049866065979,1.29303129184117,0.267736464818539,277,"2007-01-25 12:00:00",-112.66205254,-112.46205254,27.66865793,27.86865793,13538,1.23833334445953,0.251053608012199
"10",2.1973,20070125,27.77298,-112.55345833,2007-01-25,"2007",15.6786071096148,0.18547386651325,280,"2007-01-25 12:00:00",-112.65345833,-112.45345833,27.67298,27.87298,13538,15.6825003623962,0.177912537288666,1.25197310259468,0.251092611941856,285,"2007-01-25 12:00:00",-112.65345833,-112.45345833,27.67298,27.87298,13538,1.21066665649414,0.20459881696701
