"","cruise_int","Date_M","Lat_M","Lon_M","date","year","mean sst","stdev sst","n","satellite date","requested lon min","requested lon max","requested lat min","requested lat max","requested date","median sst","mad sst","mean chlorophyll","stdev chlorophyll","n","satellite date","requested lon min","requested lon max","requested lat min","requested lat max","requested date","median chlorophyll","mad chlorophyll"
"1",11.1896,20160622,26.21296395,-111.23468007,2016-06-22,"2016",28.8481086607902,0.638204951397403,279,"2016-06-22 12:00:00",-111.33468007,-111.13468007,26.11296395,26.31296395,16974,28.8824996948242,0.856200595092773,2.06859660667825,17.4258485105048,287,"2016-06-22 12:00:00",-111.33468007,-111.13468007,26.11296395,26.31296395,16974,0.542283177375793,0.120760046124458
"2",11.1897,20160622,26.20510535,-111.23103624,2016-06-22,"2016",28.7421720816872,0.652097052838974,275,"2016-06-22 12:00:00",-111.33103624,-111.13103624,26.10510535,26.30510535,16974,28.6324996948242,0.845081547546387,2.10254390988971,17.517095884174,284,"2016-06-22 12:00:00",-111.33103624,-111.13103624,26.10510535,26.30510535,16974,0.541843682527542,0.11948606223464
"3",11.1898,20160622,26.19675373,-111.22718817,2016-06-22,"2016",28.7421720816872,0.652097052838974,275,"2016-06-22 12:00:00",-111.33103624,-111.13103624,26.10510535,26.30510535,16974,28.6324996948242,0.845081547546387,2.10254390988971,17.517095884174,284,"2016-06-22 12:00:00",-111.33103624,-111.13103624,26.10510535,26.30510535,16974,0.541843682527542,0.11948606223464
"4",11.1899,20160622,26.18842388,-111.22343405,2016-06-22,"2016",28.6513320768581,0.636866416344969,272,"2016-06-22 12:00:00",-111.32343405,-111.12343405,26.08842388,26.28842388,16974,28.4837493896484,0.700528273773193,2.13450263912567,17.6086054566199,281,"2016-06-22 12:00:00",-111.32343405,-111.12343405,26.08842388,26.28842388,16974,0.548614144325256,0.122323485445976
"5",11.19,20160622,26.18003063,-111.21970082,2016-06-22,"2016",28.5567336627918,0.611862326513789,271,"2016-06-22 12:00:00",-111.31970082,-111.11970082,26.08003063,26.28003063,16974,28.4199981689453,0.626399404907227,2.16160939985088,17.6380733288628,280,"2016-06-22 12:00:00",-111.31970082,-111.11970082,26.08003063,26.28003063,16974,0.569038987159729,0.142225258541107
"6",11.1901,20160622,26.17167223,-111.21605193,2016-06-22,"2016",28.5118424283327,0.616585527620858,274,"2016-06-22 12:00:00",-111.31605193,-111.11605193,26.07167223,26.27167223,16974,28.3674983978271,0.552267708206177,2.13422245061018,17.5455770430401,283,"2016-06-22 12:00:00",-111.31605193,-111.11605193,26.07167223,26.27167223,16974,0.560571074485779,0.134444779604673
"7",11.1902,20160622,26.16325647,-111.21237034,2016-06-22,"2016",28.4435930953306,0.588550724403823,272,"2016-06-22 12:00:00",-111.31237034,-111.11237034,26.06325647,26.26325647,16974,28.3224983215332,0.5003741065979,2.15686170056515,17.5436745075958,283,"2016-06-22 12:00:00",-111.31237034,-111.11237034,26.06325647,26.26325647,16974,0.586606800556183,0.161112369060516
"8",11.1903,20160622,26.15474205,-111.20869118,2016-06-22,"2016",28.3943650117561,0.571179573057205,268,"2016-06-22 12:00:00",-111.30869118,-111.10869118,26.05474205,26.25474205,16974,28.3074989318848,0.478137425422668,2.19964668474027,17.6349810979831,280,"2016-06-22 12:00:00",-111.30869118,-111.10869118,26.05474205,26.25474205,16974,0.608834147453308,0.168089963757992
"9",11.1904,20160622,26.14639328,-111.2050228,2016-06-22,"2016",28.366619710569,0.555191645572377,270,"2016-06-22 12:00:00",-111.3050228,-111.1050228,26.04639328,26.24639328,16974,28.289999961853,0.452193452453613,2.17596911021641,17.6361315729942,280,"2016-06-22 12:00:00",-111.3050228,-111.1050228,26.04639328,26.24639328,16974,0.594154268503189,0.159859505563974
"10",11.1905,20160622,26.13808657,-111.20136765,2016-06-22,"2016",28.3354573504615,0.535446833568225,262,"2016-06-22 12:00:00",-111.30136765,-111.10136765,26.03808657,26.23808657,16974,28.2837495803833,0.442926636886597,2.2379983864779,17.8256232911727,274,"2016-06-22 12:00:00",-111.30136765,-111.10136765,26.03808657,26.23808657,16974,0.621195912361145,0.170052658045292
"11",11.1906,20160622,26.12964685,-111.19764067,2016-06-22,"2016",28.304618767866,0.516950598846959,254,"2016-06-22 12:00:00",-111.29764067,-111.09764067,26.02964685,26.22964685,16974,28.2637500762939,0.407714434432983,2.30322943919135,18.0889729888352,266,"2016-06-22 12:00:00",-111.29764067,-111.09764067,26.02964685,26.22964685,16974,0.663230389356613,0.17339979853034
"12",11.1907,20160622,26.12043076,-111.19333502,2016-06-22,"2016",28.2813003977297,0.498333410172628,253,"2016-06-22 12:00:00",-111.29333502,-111.09333502,26.02043076,26.22043076,16974,28.2474994659424,0.38918080329895,2.26583589815107,18.0911648819008,266,"2016-06-22 12:00:00",-111.29333502,-111.09333502,26.02043076,26.22043076,16974,0.627152293920517,0.172373471134901
