"","cruise_int","Date_M","Lat_M","Lon_M","date","year","mean sst","stdev sst","n","satellite date","requested lon min","requested lon max","requested lat min","requested lat max","requested date","median sst","mad sst","mean chlorophyll","stdev chlorophyll","n","satellite date","requested lon min","requested lon max","requested lat min","requested lat max","requested date","median chlorophyll","mad chlorophyll"
"1",6.1174,20111127,27.34069164,-112.10576971,2011-11-27,"2011",20.4244764858205,0.55264253465408,277,"2011-11-27 12:00:00",-112.20576971,-112.00576971,27.24069164,27.44069164,15305,20.6149997711182,0.52632232131958,1.67394817991729,1.81320505113164,283,"2011-11-27 12:00:00",-112.20576971,-112.00576971,27.24069164,27.44069164,15305,1.29449999332428,0.333585035347939
"2",6.1175,20111127,27.33559842,-112.09769331,2011-11-27,"2011",20.4244764858205,0.55264253465408,277,"2011-11-27 12:00:00",-112.20576971,-112.00576971,27.24069164,27.44069164,15305,20.6149997711182,0.52632232131958,1.67394817991729,1.81320505113164,283,"2011-11-27 12:00:00",-112.20576971,-112.00576971,27.24069164,27.44069164,15305,1.29449999332428,0.333585035347939
"3",6.1176,20111127,27.3304628,-112.08936031,2011-11-27,"2011",20.5379636105624,0.50206276945207,275,"2011-11-27 12:00:00",-112.18936031,-111.98936031,27.2304628,27.4304628,15305,20.6949996948242,0.392888095092773,1.71777539718963,1.62601611232253,279,"2011-11-27 12:00:00",-112.18936031,-111.98936031,27.2304628,27.4304628,15305,1.317999958992,0.340997851538658
"4",6.1177,20111127,27.32278337,-112.08675321,2011-11-27,"2011",20.5379636105624,0.50206276945207,275,"2011-11-27 12:00:00",-112.18936031,-111.98936031,27.2304628,27.4304628,15305,20.6949996948242,0.392888095092773,1.71777539718963,1.62601611232253,279,"2011-11-27 12:00:00",-112.18936031,-111.98936031,27.2304628,27.4304628,15305,1.317999958992,0.340997851538658
"5",6.1178,20111127,27.31480069,-112.08714663,2011-11-27,"2011",20.6186715791146,0.467221186928375,271,"2011-11-27 12:00:00",-112.18714663,-111.98714663,27.21480069,27.41480069,15305,20.7299995422363,0.34099732131958,4.13888786185871,28.2807281488308,275,"2011-11-27 12:00:00",-112.18714663,-111.98714663,27.21480069,27.41480069,15305,1.369500041008,0.381028331494331
"6",6.1179,20111127,27.31757309,-112.08383979,2011-11-27,"2011",20.6186715791146,0.467221186928375,271,"2011-11-27 12:00:00",-112.18714663,-111.98714663,27.21480069,27.41480069,15305,20.7299995422363,0.34099732131958,4.13888786185871,28.2807281488308,275,"2011-11-27 12:00:00",-112.18714663,-111.98714663,27.21480069,27.41480069,15305,1.369500041008,0.381028331494331
"7",6.118,20111127,27.32695792,-112.07911,2011-11-27,"2011",20.5631817904386,0.484699806467815,275,"2011-11-27 12:00:00",-112.17911,-111.97911,27.22695792,27.42695792,15305,20.7099990844727,0.333582737731934,1.69922641421732,1.62587930712627,279,"2011-11-27 12:00:00",-112.17911,-111.97911,27.22695792,27.42695792,15305,1.30749988555908,0.321724388051033
"8",6.1181,20111127,27.33521712,-112.07522593,2011-11-27,"2011",20.4854642391205,0.523814357043341,280,"2011-11-27 12:00:00",-112.17522593,-111.97522593,27.23521712,27.43521712,15305,20.6575002670288,0.396593972969055,1.52827327453627,1.29517235245749,283,"2011-11-27 12:00:00",-112.17522593,-111.97522593,27.23521712,27.43521712,15305,1.25950002670288,0.311098797726631
"9",6.1182,20111127,27.3436437,-112.07138087,2011-11-27,"2011",20.4854642391205,0.523814357043341,280,"2011-11-27 12:00:00",-112.17522593,-111.97522593,27.23521712,27.43521712,15305,20.6575002670288,0.396593972969055,1.52827327453627,1.29517235245749,283,"2011-11-27 12:00:00",-112.17522593,-111.97522593,27.23521712,27.43521712,15305,1.25950002670288,0.311098797726631
"10",6.1183,20111127,27.3519421,-112.06736762,2011-11-27,"2011",20.4319473199677,0.549953544191429,285,"2011-11-27 12:00:00",-112.16736762,-111.96736762,27.2519421,27.4519421,15305,20.6399993896484,0.40030267868042,1.45467949997295,1.23257889766723,286,"2011-11-27 12:00:00",-112.16736762,-111.96736762,27.2519421,27.4519421,15305,1.22224998474121,0.299732314610481
