"","cruise_int","Date_M","Lat_M","Lon_M","date","year","mean sst","stdev sst","n","satellite date","requested lon min","requested lon max","requested lat min","requested lat max","requested date","median sst","mad sst","mean chlorophyll","stdev chlorophyll","n","satellite date","requested lon min","requested lon max","requested lat min","requested lat max","requested date","median chlorophyll","mad chlorophyll"
"1",12.1371,20170611,28.76616238,-112.52839508,2017-06-11,"2017",28.2817586263021,0.217735214749992,54,"2017-06-11 12:00:00",-112.62839508,-112.42839508,28.66616238,28.86616238,17328,28.2749996185303,0.207563095092773,1.03123532432944,2.71042738338705,219,"2017-06-11 12:00:00",-112.62839508,-112.42839508,28.66616238,28.86616238,17328,0.761596143245697,0.153085559177399
"2",12.1372,20170611,28.76718736,-112.51590137,2017-06-11,"2017",28.2440316292547,0.229412682230038,62,"2017-06-11 12:00:00",-112.61590137,-112.41590137,28.66718736,28.86718736,17328,28.2649993896484,0.252042113113403,0.833988428535596,0.397591859836963,213,"2017-06-11 12:00:00",-112.61590137,-112.41590137,28.66718736,28.86718736,17328,0.737605154514313,0.145647115731239
"3",12.1373,20170611,28.764167,-112.51245333,2017-06-11,"2017",28.2440316292547,0.229412682230038,62,"2017-06-11 12:00:00",-112.61590137,-112.41590137,28.66718736,28.86718736,17328,28.2649993896484,0.252042113113403,0.833988428535596,0.397591859836963,213,"2017-06-11 12:00:00",-112.61590137,-112.41590137,28.66718736,28.86718736,17328,0.737605154514313,0.145647115731239
"4",12.1374,20170611,28.75993975,-112.51484346,2017-06-11,"2017",28.2440316292547,0.229412682230038,62,"2017-06-11 12:00:00",-112.61590137,-112.41590137,28.66718736,28.86718736,17328,28.2649993896484,0.252042113113403,0.833988428535596,0.397591859836963,213,"2017-06-11 12:00:00",-112.61590137,-112.41590137,28.66718736,28.86718736,17328,0.737605154514313,0.145647115731239
"5",12.1375,20170611,28.75493838,-112.50840136,2017-06-11,"2017",28.2467022771421,0.233149133667457,69,"2017-06-11 12:00:00",-112.60840136,-112.40840136,28.65493838,28.85493838,17328,28.2749996185303,0.259453868865967,0.811035924222734,0.35953443214021,225,"2017-06-11 12:00:00",-112.60840136,-112.40840136,28.65493838,28.85493838,17328,0.730376601219177,0.135482904374599
"6",12.1376,20170611,28.74797665,-112.49967356,2017-06-11,"2017",28.218148739307,0.247462225668733,77,"2017-06-11 12:00:00",-112.59967356,-112.39967356,28.64797665,28.84797665,17328,28.2449989318848,0.266868452453613,0.807925327941104,0.362810549404699,222,"2017-06-11 12:00:00",-112.59967356,-112.39967356,28.64797665,28.84797665,17328,0.721433103084564,0.130787416774034
"7",12.1377,20170611,28.74220305,-112.4917649,2017-06-11,"2017",28.182577530543,0.262144302606695,96,"2017-06-11 12:00:00",-112.5917649,-112.3917649,28.64220305,28.84220305,17328,28.2449989318848,0.266868452453613,0.779446277495618,0.323917150694309,233,"2017-06-11 12:00:00",-112.5917649,-112.3917649,28.64220305,28.84220305,17328,0.708672165870667,0.128444953072071
"8",12.1378,20170611,28.73707949,-112.48342954,2017-06-11,"2017",28.182577530543,0.262144302606695,96,"2017-06-11 12:00:00",-112.5917649,-112.3917649,28.64220305,28.84220305,17328,28.2449989318848,0.266868452453613,0.779446277495618,0.323917150694309,233,"2017-06-11 12:00:00",-112.5917649,-112.3917649,28.64220305,28.84220305,17328,0.708672165870667,0.128444953072071
"9",12.1402,20170611,28.76207324,-112.49878742,2017-06-11,"2017",28.2203617095947,0.239010759878438,69,"2017-06-11 12:00:00",-112.59878742,-112.39878742,28.66207324,28.86207324,17328,28.2449989318848,0.266868452453613,0.831139391261425,0.402054492421201,209,"2017-06-11 12:00:00",-112.59878742,-112.39878742,28.66207324,28.86207324,17328,0.729642271995544,0.136571620881557
"10",12.1403,20170611,28.76771672,-112.50710808,2017-06-11,"2017",28.2440316292547,0.229412682230038,62,"2017-06-11 12:00:00",-112.60710808,-112.40710808,28.66771672,28.86771672,17328,28.2649993896484,0.252042113113403,0.833988428535596,0.397591859836963,213,"2017-06-11 12:00:00",-112.60710808,-112.40710808,28.66771672,28.86771672,17328,0.737605154514313,0.145647115731239
"11",12.1404,20170611,28.77108196,-112.51563217,2017-06-11,"2017",28.2382720947266,0.224202662520414,55,"2017-06-11 12:00:00",-112.61563217,-112.41563217,28.67108196,28.87108196,17328,28.2449989318848,0.252042113113403,0.863397204845994,0.446297033731614,199,"2017-06-11 12:00:00",-112.61563217,-112.41563217,28.67108196,28.87108196,17328,0.740632891654968,0.145641990280151
"12",12.1405,20170611,28.77167126,-112.52606646,2017-06-11,"2017",28.272291024526,0.215835656086694,48,"2017-06-11 12:00:00",-112.62606646,-112.42606646,28.67167126,28.87167126,17328,28.2749996185303,0.181617708206177,1.07215366997186,2.7976915991313,206,"2017-06-11 12:00:00",-112.62606646,-112.42606646,28.67167126,28.87167126,17328,0.764622420072556,0.158567273300886
"13",12.1597,20170611,28.42120242,-112.66799047,2017-06-11,"2017",28.2146827842616,0.397684368710045,79,"2017-06-11 12:00:00",-112.76799047,-112.56799047,28.32120242,28.52120242,17328,28.125,0.489257886886597,0.726745103676014,0.0872233982204268,289,"2017-06-11 12:00:00",-112.76799047,-112.56799047,28.32120242,28.52120242,17328,0.723254859447479,0.0497266846060753
"14",12.1598,20170611,28.42759191,-112.66094211,2017-06-11,"2017",28.2146827842616,0.397684368710045,79,"2017-06-11 12:00:00",-112.76799047,-112.56799047,28.32120242,28.52120242,17328,28.125,0.489257886886597,0.726745103676014,0.0872233982204268,289,"2017-06-11 12:00:00",-112.76799047,-112.56799047,28.32120242,28.52120242,17328,0.723254859447479,0.0497266846060753
"15",12.1599,20170611,28.43418985,-112.65375242,2017-06-11,"2017",28.1535098704886,0.418964217827874,94,"2017-06-11 12:00:00",-112.75375242,-112.55375242,28.33418985,28.53418985,17328,28.0824995040894,0.44848616065979,0.714141671839057,0.0733445577635296,289,"2017-06-11 12:00:00",-112.75375242,-112.55375242,28.33418985,28.53418985,17328,0.720670104026794,0.0489222538948059
"16",12.16,20170611,28.44227563,-112.64634372,2017-06-11,"2017",28.1535098704886,0.418964217827874,94,"2017-06-11 12:00:00",-112.75375242,-112.55375242,28.33418985,28.53418985,17328,28.0824995040894,0.44848616065979,0.714141671839057,0.0733445577635296,289,"2017-06-11 12:00:00",-112.75375242,-112.55375242,28.33418985,28.53418985,17328,0.720670104026794,0.0489222538948059
"17",12.1601,20170611,28.44838369,-112.64184023,2017-06-11,"2017",28.0704597673918,0.464346046726056,114,"2017-06-11 12:00:00",-112.74184023,-112.54184023,28.34838369,28.54838369,17328,28.0424995422363,0.515203273773193,0.707267897145558,0.0681180377263125,289,"2017-06-11 12:00:00",-112.74184023,-112.54184023,28.34838369,28.54838369,17328,0.716388821601868,0.0518259103059769
