Year,date (utc),time (utc),squid no.,Jorge,length (cm),mass (kg),sex,maturity,mated?,lines in water,notes,approximate latitude,approximate longitude,general area,Rostral,prey,Otolith.1,Otolith.2,Otolith.3,Otolith.4,Otolith.5,Otolith.6,Otolith.7,Otolith.8,Otolith.9,Otolith.10,Otolith.11,Otolith.12,Otolith.13,Otolith.14,Otolith.15
2011,6/17/11,4:26,11,,22.5,0.2,Male,2,,6,,27 37.426,111 46.093,Guaymas Basin,,Pterygioteuthis,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2011,6/17/11,4:28,12,,22.0,0.2,Female,2,,8,,27 37.426,111 46.093,Guaymas Basin,,Pterygioteuthis,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2011,6/17/11,4:30,13,,22.5,0.2,Female,2,,8,,27 37.426,111 46.093,Guaymas Basin,,Pterygioteuthis,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2011,6/17/11,4:40,17,,22.5,0.3,Male,5,,6,,27 37.426,111 46.093,Guaymas Basin,2 is URL,Pterygioteuthis,0.4,0.4,0,0,0,0,0,0,0,0,0,0,0,0,0
2011,6/17/11,4:43,19,,23.0,0.2,Female,2,,6,,27 37.426,111 46.093,Guaymas Basin,2 is URL,Pterygioteuthis,0.48,0.4,0,0,0,0,0,0,0,0,0,0,0,0,0
2011,6/17/11,4:45,21,,27.0,0.4,Female,2,,7,,27 37.426,111 46.093,Guaymas Basin,,Pterygioteuthis,0.48,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2011,6/17/11,4:47,23,,24.0,0.3,Male,2,,7,,27 37.426,111 46.093,Guaymas Basin,,Pterygioteuthis,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2011,6/17/11,4:55,25,,24.0,0.3,Male,2,,6,,27 37.426,111 46.093,Guaymas Basin,URL,Pterygioteuthis,0.44,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2011,6/17/11,4:59,27,,22.0,0.3,Female,2,,6,caught in dipnet,27 37.426,111 46.093,Guaymas Basin,,Pterygioteuthis,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2011,6/17/11,4:59,28,,28.0,0.5,Female,2,,6,caught in dipnet,27 37.426,111 46.093,Guaymas Basin,,Pterygioteuthis,0.88,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2011,6/17/11,4:59,29,,24.0,0.4,Male,2,,6,,27 37.426,111 46.093,Guaymas Basin,URL,Pterygioteuthis,0.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2011,6/17/11,5:00,30,,22.0,0.3,Female,2,,6,,27 37.426,111 46.093,Guaymas Basin,,Pterygioteuthis,0.44,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2011,6/17/11,,A,,,,,,,,,27 37.426,111 46.093,Guaymas Basin,,Pterygioteuthis,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2011,6/18/11,3:25,1,,36.5,1.1,Female,2,,3,,27o27.519,111o32.414,Guaymas Basin,,Pterygioteuthis,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2011,6/18/11,3:25,2,,36.0,1.1,Female,5,,3,,27o27.519,111o32.414,Guaymas Basin,,Pterygioteuthis,0.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2011,6/18/11,3:29,6,,36.5,1.1,Female,5,,8,,27o27.519,111o32.414,Guaymas Basin,,Pterygioteuthis,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2011,6/18/11,3:32,7,,34.5,0.9,Female,5,,,,27o27.519,111o32.414,Guaymas Basin,,Pterygioteuthis,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2011,6/18/11,3:34,10,,24.0,0.3,Female,5,,,,27o27.519,111o32.414,Guaymas Basin,,Pterygioteuthis,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2011,6/18/11,3:34,11,,37.0,1.1,Female,5,,,,27o27.519,111o32.414,Guaymas Basin,,Pterygioteuthis,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2011,6/18/11,3:36,12,,32.5,0.7,Female,5,,,,27o27.519,111o32.414,Guaymas Basin,URL,Pterygioteuthis,0.36,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2011,6/18/11,3:36,13,,35.5,0.9,Female,5,,,,27o27.519,111o32.414,Guaymas Basin,,Pterygioteuthis,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2011,6/18/11,3:39,14,,31.0,0.7,Female,2,,,,27o27.519,111o32.414,Guaymas Basin,,Pterygioteuthis,0.52,0.44,0.48,0.4,0.44,0,0,0,0,0,0,0,0,0,0
2011,6/18/11,3:43,16,,34.5,0.9,Female,5,,,,27o27.519,111o32.414,Guaymas Basin,,Pterygioteuthis,0.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2011,6/18/11,3:47,17,,23.5,0.3,Female,2,,,,27o27.519,111o32.414,Guaymas Basin,,Pterygioteuthis,0.52,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2011,6/18/11,3:50,18,,24.0,0.3,Female,2,,,,27o27.519,111o32.414,Guaymas Basin,,Pterygioteuthis,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2011,6/18/11,3:55,19,,25.0,0.4,Female,2,,,,27o27.519,111o32.414,Guaymas Basin,,Pterygioteuthis,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2011,6/18/11,4:21,21,,34.5,0.9,Female,5,,,,27o27.519,111o32.414,Guaymas Basin,URL,Pterygioteuthis,0.52,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2011,6/18/11,4:28,22,,23.0,0.3,Male,5,,,,27o27.519,111o32.414,Guaymas Basin,,Pterygioteuthis,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2011,6/18/11,4:34,23,,38.5,1.5,Female,5,,,,27o27.519,111o32.414,Guaymas Basin,,Pterygioteuthis,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2011,6/18/11,4:37,24,,24.0,0.3,Male,3,,,,27o27.519,111o32.414,Guaymas Basin,,Pterygioteuthis,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2011,6/18/11,4:41,25,,34.5,0.9,Female,5,,,,27o27.519,111o32.414,Guaymas Basin,,Pterygioteuthis,0.44,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2011,6/18/11,4:41,26,,35.5,0.8,Female,5,,,,27o27.519,111o32.414,Guaymas Basin,3 is URL,Pterygioteuthis,0.48,0.4,0.52,0,0,0,0,0,0,0,0,0,0,0,0
2011,6/18/11,4:54,27,,38.0,1.1,Female,5,,,,27o27.519,111o32.414,Guaymas Basin,,Pterygioteuthis,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2011,6/19/11,3:17,1,,35.0,0.9,Female,2,,,,27 17.934,112 10.979,Rosalia-Marcos,,Pterygioteuthis,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2011,6/19/11,3:18,2,,37.5,1.3,Female,3,,,,27 17.934,112 10.979,Rosalia-Marcos,,Pterygioteuthis,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2011,6/19/11,3:18,3,,37.0,1.0,Female,3,,,,27 17.934,112 10.979,Rosalia-Marcos,URL,Pterygioteuthis,0.48,0.44,0.32,0,0,0,0,0,0,0,0,0,0,0,0
2011,6/19/11,3:18,4,,36.0,1.0,Female,4,,,,27 17.934,112 10.979,Rosalia-Marcos,,Pterygioteuthis,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2011,6/19/11,3:19,5,,38.0,1.2,Female,2,,,,27 17.934,112 10.979,Rosalia-Marcos,,Pterygioteuthis,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2011,6/19/11,3:19,6,,38.0,1.1,Male,3,,,,27 17.934,112 10.979,Rosalia-Marcos,,Pterygioteuthis,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2011,6/19/11,3:21,7,,37.0,1.0,Female,3,,,,27 17.934,112 10.979,Rosalia-Marcos,URL,Pterygioteuthis,0.44,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2011,6/19/11,3:23,9,,37.0,1.3,Female,5,,,,27 17.934,112 10.979,Rosalia-Marcos,,Pterygioteuthis,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2011,6/19/11,3:23,10,,33.5,0.9,Female,2,,,,27 17.934,112 10.979,Rosalia-Marcos,,Pterygioteuthis,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2011,6/19/11,3:24,11,,32.5,,,,,,"used for Brad- weight, sex and maturity not sampled",27 17.934,112 10.979,Rosalia-Marcos,,Pterygioteuthis,0.56,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2011,6/19/11,3:26,12,,34.5,0.9,Female,2,,,,27 17.934,112 10.979,Rosalia-Marcos,,Pterygioteuthis,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2011,6/19/11,3:26,13,,36.5,1.2,Female,5,,,,27 17.934,112 10.979,Rosalia-Marcos,URL,Pterygioteuthis,0.36,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2011,6/19/11,3:26,14,,36.5,1.0,Male,5,,,,27 17.934,112 10.979,Rosalia-Marcos,,Pterygioteuthis,0.44,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2011,6/19/11,3:28,18,,44.0,2.3,Female,2,,,,27 17.934,112 10.979,Rosalia-Marcos,,Pterygioteuthis,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2011,6/19/11,3:28,19,,37.5,1.2,Female,3,,,,27 17.934,112 10.979,Rosalia-Marcos,,Pterygioteuthis,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2011,6/19/11,3:28,20,,37.0,1.2,Female,2,,,,27 17.934,112 10.979,Rosalia-Marcos,,Pterygioteuthis,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2011,6/19/11,3:28,21,,35.0,0.9,Male,4,,,,27 17.934,112 10.979,Rosalia-Marcos,,Pterygioteuthis,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2011,6/19/11,3:28,22,,36.5,1.0,Male,5,,,,27 17.934,112 10.979,Rosalia-Marcos,,Pterygioteuthis,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2011,6/19/11,3:29,23,,42.0,1.6,Male,5,,,,27 17.934,112 10.979,Rosalia-Marcos,,Pterygioteuthis,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2011,6/20/11,,A,,,,,,,,,27 31.881,111 33.729,Guaymas Basin,,Pterygioteuthis,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2011,6/20/11,3:34,3,,41.5,1.8,Female,5,,3,,27 31.881,111 33.729,Guaymas Basin,,Pterygioteuthis,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2011,6/20/11,3:35,4,,36.0,1.0,Female,5,,3,,27 31.881,111 33.729,Guaymas Basin,,Pterygioteuthis,0.44,0.48,0.52,0,0,0,0,0,0,0,0,0,0,0,0
2011,6/20/11,3:40,5,,39.0,1.3,Female,5,,6,,27 31.881,111 33.729,Guaymas Basin,,Pterygioteuthis,0.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2011,6/20/11,3:42,7,,39.0,1.3,Female,5,,7,,27 31.881,111 33.729,Guaymas Basin,,Pterygioteuthis,0.44,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2011,6/20/11,3:44,8,,37.0,1.1,Female,5,,5,,27 31.881,111 33.729,Guaymas Basin,,Pterygioteuthis,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2011,6/20/11,3:45,9,,36.5,1.1,Female,5,,5,,27 31.881,111 33.729,Guaymas Basin,,Pterygioteuthis,0.4,0.4,0.52,0.52,0.4,0.48,0,0,0,0,0,0,0,0,0
2011,6/20/11,3:45,10,,38.5,1.3,Female,4,,5,,27 31.881,111 33.729,Guaymas Basin,,Pterygioteuthis,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2011,6/20/11,3:48,11,,37.5,1.1,Male,5,,7,,27 31.881,111 33.729,Guaymas Basin,,Pterygioteuthis,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2011,6/20/11,3:49,12,,45.0,2.1,Female,5,,7,,27 31.881,111 33.729,Guaymas Basin,,Pterygioteuthis,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2011,6/20/11,3:49,13,,33.0,0.7,Male,5,,7,,27 31.881,111 33.729,Guaymas Basin,,Pterygioteuthis,0.48,0.4,0.44,0.44,0.44,0.4,0.4,0.44,0,0,0,0,0,0,0
2011,6/20/11,3:49,14,,37.0,1.1,Female,5,,7,,27 31.881,111 33.729,Guaymas Basin,,Pterygioteuthis,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2011,6/20/11,3:56,16,,33.5,0.9,Female,5,,6,,27 31.881,111 33.729,Guaymas Basin,URL,Pterygioteuthis,0.48,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2011,6/20/11,3:57,17,,40.5,1.4,Female,5,,8,,27 31.881,111 33.729,Guaymas Basin,,Pterygioteuthis,0.4,0.36,0.44,0.4,0.4,0.44,0.52,0,0,0,0,0,0,0,0
2011,6/20/11,3:57,18,,35.0,0.9,Female,4,,8,,27 31.881,111 33.729,Guaymas Basin,,Pterygioteuthis,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2011,6/20/11,4:01,19,,38.5,1.2,Female,5,,9,,27 31.881,111 33.729,Guaymas Basin,,Pterygioteuthis,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2011,6/20/11,4:04,21,,39.0,1.3,Female,3,,8,,27 31.881,111 33.729,Guaymas Basin,,Pterygioteuthis,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2011,6/20/11,4:04,23,,50.0,3.0,Female,5,,8,,27 31.881,111 33.729,Guaymas Basin,,Pterygioteuthis,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2011,6/20/11,4:06,24,,35.0,0.9,Female,5,,9,,27 31.881,111 33.729,Guaymas Basin,,Pterygioteuthis,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2011,6/20/11,4:08,25,,40.5,1.5,Female,5,,9,,27 31.881,111 33.729,Guaymas Basin,,Pterygioteuthis,0.32,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2011,6/20/11,4:24,27,,37.5,1.2,Male,5,,6,,27 31.881,111 33.729,Guaymas Basin,,Pterygioteuthis,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2011,6/20/11,4:24,28,,33.5,0.8,Female,5,,6,,27 31.881,111 33.729,Guaymas Basin,,Pterygioteuthis,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2011,6/20/11,4:26,29,,36.0,1.0,Female,2,,4,,27 31.881,111 33.729,Guaymas Basin,URL,Pterygioteuthis,0.44,0.4,0.4,0.36,0,0,0,0,0,0,0,0,0,0,0
2011,6/20/11,4:30,30,,48.5,3.0,Female,5,,5,,27 31.881,111 33.729,Guaymas Basin,,Pterygioteuthis,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2011,6/20/11,4:31,31,,37.0,1.2,Female,5,,5,,27 31.881,111 33.729,Guaymas Basin,,Pterygioteuthis,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2011,6/20/11,4:31,32,,31.5,0.7,Female,5,,5,,27 31.881,111 33.729,Guaymas Basin,,Pterygioteuthis,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2011,6/21/11,3:05,1,,37.0,1.1,Female,5,,4,,27 31.782,111 32.270,Guaymas Basin,,Pterygioteuthis,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2011,6/21/11,3:06,2,,39.0,1.2,Female,5,,4,,27 31.782,111 32.270,Guaymas Basin,,Pterygioteuthis,0.44,0.48,0.44,0.48,0.4,0.48,0.48,0.52,0.48,0.44,0.56,0.44,0.32,0,0
2011,6/21/11,3:07,3,,40.0,1.5,Female,4,,4,,27 31.782,111 32.270,Guaymas Basin,,Pterygioteuthis,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2011,6/21/11,3:09,6,,35.5,1.0,Female,5,,4,,27 31.782,111 32.270,Guaymas Basin,,Pterygioteuthis,0.52,0.44,0.36,0.4,0.56,0.44,0.32,0.44,0.48,0.48,0.4,0.48,0.36,0,0
2011,6/21/11,3:09,7,,34.0,0.8,Female,5,,4,,27 31.782,111 32.270,Guaymas Basin,,Pterygioteuthis,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2011,6/21/11,3:09,8,,39.0,1.2,Female,5,,4,,27 31.782,111 32.270,Guaymas Basin,,Pterygioteuthis,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2011,6/21/11,3:10,10,,32.5,0.7,Female,5,,6,,27 31.782,111 32.270,Guaymas Basin,,Pterygioteuthis,0.44,0.44,0,0,0,0,0,0,0,0,0,0,0,0,0
2011,6/21/11,3:11,11,,41.0,1.4,Female,5,,6,,27 31.782,111 32.270,Guaymas Basin,,Pterygioteuthis,0.4,0.44,0.44,0,0,0,0,0,0,0,0,0,0,0,0
2011,6/21/11,3:12,12,,34.0,0.9,Female,4,,7,,27 31.782,111 32.270,Guaymas Basin,,Pterygioteuthis,0.52,0.48,0.52,0,0,0,0,0,0,0,0,0,0,0,0
2011,6/21/11,3:13,14,,37.0,1.1,Male,5,,6,,27 31.782,111 32.270,Guaymas Basin,,Pterygioteuthis,0.4,0.4,0.44,0.4,0,0,0,0,0,0,0,0,0,0,0
2011,6/21/11,3:14,15,,37.5,1.1,Male,5,,6,,27 31.782,111 32.270,Guaymas Basin,,Pterygioteuthis,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2011,6/21/11,3:15,16,,39.0,1.3,Female,5,,6,,27 31.782,111 32.270,Guaymas Basin,,Pterygioteuthis,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2011,6/21/11,3:20,17,,30.5,0.7,Female,3,,7,,27 31.782,111 32.270,Guaymas Basin,,Pterygioteuthis,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2011,6/21/11,3:28,27,,30.0,0.6,Female,5,,6,,27 31.782,111 32.270,Guaymas Basin,,Pterygioteuthis,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2011,6/21/11,3:28,28,,38.5,1.2,Female,5,,6,,27 31.782,111 32.270,Guaymas Basin,URL,Pterygioteuthis,0.44,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2011,6/21/11,3:29,29,,37.0,1.0,Male,5,,9,,27 31.782,111 32.270,Guaymas Basin,,Pterygioteuthis,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2011,6/22/11,3:05,9,,43.5,1.8,Female,5,,4,,27 49.538,111 21.804,Nolasco box,,Pterygioteuthis,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2011,6/22/11,3:07,14,,40.5,1.4,Female,5,,3,,27 49.538,111 21.804,Nolasco box,,Pterygioteuthis,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2010,6/5/10,3:12,1,1,39.50,1.26,F,5,mated,,,27   24.403,111   36.302,Guaymas Basin,,Benthosema,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
2010,6/5/10,3:17,2,2,29.00,0.50,F,3,mated,,,27   24.403,111   36.302,Guaymas Basin,,Benthosema,2.20,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
2010,6/5/10,3:21,4,4,27.50,0.40,F,4,,,saving/Gilly,27   24.403,111   36.302,Guaymas Basin,,Benthosema,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
2010,6/5/10,3:29,5,5,34.50,0.80,F,5,mated,,,27   24.403,111   36.302,Guaymas Basin,,Benthosema,2.05,2.20,1.60,1.60,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
2010,6/5/10,3:51,8,6,32.50,0.65,F,5,mated,,,27   24.403,111   36.302,Guaymas Basin,,Benthosema,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
2010,6/5/10,3:54,9,8,30.00,0.63,F,5,mated,,,27   24.403,111   36.302,Guaymas Basin,,Benthosema,2.10,1.80,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
2010,6/5/10,4:03,11,11,28.50,0.50,F,2,not mated,,,27   24.403,111   36.302,Guaymas Basin,,Benthosema,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
2010,6/5/10,4:11,15,12,27.00,0.35,F,2,not mated,,,27   24.403,111   36.302,Guaymas Basin,,Benthosema,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
2010,6/5/10,4:35,22,16,31.50,0.65,F,5,mated,,"""fishing deep with big jig""",27   24.403,111   36.302,Guaymas Basin,,Benthosema,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
2010,6/5/10,4:36,23,22,29,0.43,M,5,,,"""fishing deep with big jig""",27   24.403,111   36.302,Guaymas Basin,,Benthosema,2.10,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
2010,6/5/10,4:38,24,23,26.5,0.3,M,5,,,,27   24.403,111   36.302,Guaymas Basin,,Benthosema,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
2010,6/5/10,04:??,25,24,33,0.85,F,3,mated,,about 5 minutes ago at 04:51,27   24.403,111   36.302,Guaymas Basin,,Benthosema,2.10,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
2010,6/5/10,9:15 to 9:23 ??,1-5?,25,21.5,0.28,F,2,not mated,,Remove from Gilly's tanks,27   24.403,111   36.302,Guaymas Basin,,Benthosema,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
2010,6/5/10,,,26,20.5,0.13,F,2,,,Measured the next day - dead - from Gilly's tanks,27   24.403,111   36.302,Guaymas Basin,,Benthosema,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
2010,6/5/10,,,27,21,0.18,M,5,,,Measured the next day - dead - from Gilly's tanks,27   24.403,111   36.302,Guaymas Basin,,Benthosema,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
2010,6/5/10,,,28,19.5,0.2,,,,,Measured the next day - dead - from Gilly's tanks,27   24.403,111   36.302,Guaymas Basin,,Benthosema,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
2010,6/5/10,4:58,3,29,23,0.28,F,2,not mated,,,27   15.766,112  08.618,Rosalia - Marcos,,Benthosema,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
2010,6/5/10,5:00,4,30,26.5,0.34,F,2,not mated,,,27   15.766,112  08.618,Rosalia - Marcos,,Benthosema,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
2010,6/5/10,5:01,5,31,23,0.24,F,2,not mated,,,27   15.766,112  08.618,Rosalia - Marcos,,Benthosema,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
2010,6/5/10,5:02,7,32,25,0.28,M,2,not mated,,,27   15.766,112  08.618,Rosalia - Marcos,,Benthosema,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
2010,6/5/10,5:04,8,33,24,0.28,F,2,not mated,,,27   15.766,112  08.618,Rosalia - Marcos,,Benthosema,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
2010,6/5/10,5:05,10,34,23.5,0.25,M,3,not mated,,,27   15.766,112  08.618,Rosalia - Marcos,,Benthosema,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
2010,6/5/10,5:06,11,35,20,0.17,M,2,not mated,,,27   15.766,112  08.618,Rosalia - Marcos,,Benthosema,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
2010,6/5/10,5:07,12,36,22.5,0.21,F,2,not mated,,,27   15.766,112  08.618,Rosalia - Marcos,,Benthosema,2.10,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
2010,6/5/10,5:09,13,37,22,0.25,F,2,not mated,,,27   15.766,112  08.618,Rosalia - Marcos,,Benthosema,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
2010,6/5/10,5:09,14,38,25.5,0.33,F,2,not mated,,,27   15.766,112  08.618,Rosalia - Marcos,,Benthosema,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
2010,6/5/10,5:11,15,39,21.5,0.16,F,2,not mated,,,27   15.766,112  08.618,Rosalia - Marcos,,Benthosema,1.40,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
2010,6/5/10,5:12,16,40,28.5,0.44,M,5,not mated,,,27   15.766,112  08.618,Rosalia - Marcos,,Benthosema,1.50,1.05,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
2010,6/5/10,5:13,17,41,24,0.25,F,2,mated,,,27   15.766,112  08.618,Rosalia - Marcos,,Benthosema,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
2010,6/5/10,5:14,18,42,27.5,0.41,F,3,not mated,,,27   15.766,112  08.618,Rosalia - Marcos,,Benthosema,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
2010,6/5/10,5:15,19,43,19.5,0.16,F,2,not mated,,,27   15.766,112  08.618,Rosalia - Marcos,,Benthosema,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
2010,6/5/10,5:16,20,44,20.5,0.18,F,2,not mated,,,27   15.766,112  08.618,Rosalia - Marcos,,Benthosema,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
2010,6/5/10,5:17,21,45,27,0.38,F,2,not mated,,,27   15.766,112  08.618,Rosalia - Marcos,,Benthosema,1.70,1.40,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
2010,6/7/10,4:38,1,46,30,0.63,F,2,,,caught @ 40ft,28 00.023,112 41.483,San Carlos Bay,,Benthosema,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
2010,6/7/10,4:41,2,47,28,0.5,M,5,,,caught @ 40ft,28 00.023,112 41.483,San Carlos Bay,,Benthosema,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
