"","cruise_int","Date_M","Lat_M","Lon_M","date","year","X","mean.sst","stdev.sst","n","satellite.date","requested.lon.min","requested.lon.max","requested.lat.min","requested.lat.max","requested.date","median.sst","mad.sst","mean chlorophyll","stdev chlorophyll","n","satellite date","requested lon min","requested lon max","requested lat min","requested lat max","requested date","median chlorophyll","mad chlorophyll"
"209",1.565,20051121,26.1915177,-111.27472274,2005-11-21,"2005",209,22.9546025248252,0.89520142613082,239,"2005-11-21 12:00:00",-111.37472274,-111.17472274,26.0915177,26.2915177,13108,22.625,0.578213095092773,3.44068499056848,4.27242853863688,273,"2005-11-21 12:00:00",-111.37472274,-111.17472274,26.0915177,26.2915177,13108,2.30649995803833,1.04152647879124
"210",1.566,20051121,26.19447827,-111.28322336,2005-11-21,"2005",210,22.8224348234094,0.781921098622563,230,"2005-11-21 12:00:00",-111.38322336,-111.18322336,26.09447827,26.29447827,13108,22.5650005340576,0.511498809814453,3.61348881494643,4.38950009194972,268,"2005-11-21 12:00:00",-111.38322336,-111.18322336,26.09447827,26.29447827,13108,2.38750004768372,1.04523306362629
"211",1.567,20051121,26.19792099,-111.2938264,2005-11-21,"2005",211,22.817663593827,0.756250282575518,214,"2005-11-21 12:00:00",-111.3938264,-111.1938264,26.09792099,26.29792099,13108,22.5650005340576,0.504084226226807,3.68322332833595,4.5063436085714,253,"2005-11-21 12:00:00",-111.3938264,-111.1938264,26.09792099,26.29792099,13108,2.40100002288818,1.07933286645412
"212",1.568,20051121,26.19799135,-111.30385297,2005-11-21,"2005",212,22.817663593827,0.756250282575518,214,"2005-11-21 12:00:00",-111.3938264,-111.1938264,26.09792099,26.29792099,13108,22.5650005340576,0.504084226226807,3.68322332833595,4.5063436085714,253,"2005-11-21 12:00:00",-111.3938264,-111.1938264,26.09792099,26.29792099,13108,2.40100002288818,1.07933286645412
"213",1.847,20051122,26.77456339,-111.30443916,2005-11-22,"2005",213,21.4618575405067,0.891552136671372,284,"2005-11-22 12:00:00",-111.40443916,-111.20443916,26.67456339,26.87456339,13109,21.5,1.20090520820618,6.34090425027695,10.1456994535991,289,"2005-11-22 12:00:00",-111.40443916,-111.20443916,26.67456339,26.87456339,13109,4.2776665687561,2.80631455106735
"214",1.848,20051122,26.77078754,-111.31360027,2005-11-22,"2005",214,21.3703181600402,0.883213840615324,283,"2005-11-22 12:00:00",-111.41360027,-111.21360027,26.67078754,26.87078754,13109,21.4150009155273,1.11195,6.34010032304018,10.2859358041279,289,"2005-11-22 12:00:00",-111.41360027,-111.21360027,26.67078754,26.87078754,13109,4.13549995422363,2.69388406991959
"215",1.849,20051122,26.76700704,-111.32268945,2005-11-22,"2005",215,21.3053741118091,0.859462428278777,283,"2005-11-22 12:00:00",-111.42268945,-111.22268945,26.66700704,26.86700704,13109,21.3999996185303,1.03040937538147,6.38287944137844,10.402634070748,289,"2005-11-22 12:00:00",-111.42268945,-111.22268945,26.66700704,26.86700704,13109,3.94599986076355,2.56489767479897
"216",1.85,20051122,26.76333305,-111.33183681,2005-11-22,"2005",216,21.241840517563,0.822580594603843,283,"2005-11-22 12:00:00",-111.43183681,-111.23183681,26.66333305,26.86333305,13109,21.3700008392334,0.997046577072144,6.31756398360209,10.4291144155147,289,"2005-11-22 12:00:00",-111.43183681,-111.23183681,26.66333305,26.86333305,13109,3.92433333396912,2.7260072160244
"217",1.851,20051122,26.75967094,-111.34083983,2005-11-22,"2005",217,21.241840517563,0.822580594603843,283,"2005-11-22 12:00:00",-111.43183681,-111.23183681,26.66333305,26.86333305,13109,21.3700008392334,0.997046577072144,6.31756398360209,10.4291144155147,289,"2005-11-22 12:00:00",-111.43183681,-111.23183681,26.66333305,26.86333305,13109,3.92433333396912,2.7260072160244
"218",1.852,20051122,26.75571925,-111.34974466,2005-11-22,"2005",218,21.2189753502081,0.782708943114213,283,"2005-11-22 12:00:00",-111.44974466,-111.24974466,26.65571925,26.85571925,13109,21.3700008392334,0.815428868865967,6.19508994429994,10.4690643631173,289,"2005-11-22 12:00:00",-111.44974466,-111.24974466,26.65571925,26.85571925,13109,3.69133305549622,3.07145342888832
"219",1.853,20051122,26.7510285,-111.35827399,2005-11-22,"2005",219,21.1959717956112,0.770471132692433,283,"2005-11-22 12:00:00",-111.45827399,-111.25827399,26.6510285,26.8510285,13109,21.3500003814697,0.815428868865967,6.0349198216798,10.5032417730239,289,"2005-11-22 12:00:00",-111.45827399,-111.25827399,26.6510285,26.8510285,13109,3.41900014877319,3.12532103612423
"220",1.854,20051122,26.74622202,-111.36670704,2005-11-22,"2005",220,21.1959717956112,0.770471132692433,283,"2005-11-22 12:00:00",-111.45827399,-111.25827399,26.6510285,26.8510285,13109,21.3500003814697,0.815428868865967,6.0349198216798,10.5032417730239,289,"2005-11-22 12:00:00",-111.45827399,-111.25827399,26.6510285,26.8510285,13109,3.41900014877319,3.12532103612423
"221",1.855,20051122,26.74180829,-111.37531906,2005-11-22,"2005",221,21.234841019863,0.7813959289138,283,"2005-11-22 12:00:00",-111.47531906,-111.27531906,26.64180829,26.84180829,13109,21.3549995422363,0.808017113113403,5.65870645219479,10.5009627460341,289,"2005-11-22 12:00:00",-111.47531906,-111.27531906,26.64180829,26.84180829,13109,2.70499992370605,2.3425078868866
"222",1.856,20051122,26.73768767,-111.38422887,2005-11-22,"2005",222,21.2675176964211,0.809903833460377,283,"2005-11-22 12:00:00",-111.48422887,-111.28422887,26.63768767,26.83768767,13109,21.3700008392334,0.934036755752563,4.47737716638506,5.35381086435089,289,"2005-11-22 12:00:00",-111.48422887,-111.28422887,26.63768767,26.83768767,13109,2.38100004196167,1.86214566221237
"223",1.857,20051122,26.73351835,-111.39320278,2005-11-22,"2005",223,21.2675176964211,0.809903833460377,283,"2005-11-22 12:00:00",-111.48422887,-111.28422887,26.63768767,26.83768767,13109,21.3700008392334,0.934036755752563,4.47737716638506,5.35381086435089,289,"2005-11-22 12:00:00",-111.48422887,-111.28422887,26.63768767,26.83768767,13109,2.38100004196167,1.86214566221237
"224",1.858,20051122,26.72942895,-111.402115,2005-11-22,"2005",224,21.3522242074335,0.851976244384054,281,"2005-11-22 12:00:00",-111.502115,-111.302115,26.62942895,26.82942895,13109,21.4099998474121,1.07488556556702,3.72186447344849,4.03521285203454,289,"2005-11-22 12:00:00",-111.502115,-111.302115,26.62942895,26.82942895,13109,2.22199988365173,1.59231222467422
"225",1.859,20051122,26.72518129,-111.41094816,2005-11-22,"2005",225,21.4126334478847,0.882533385768129,281,"2005-11-22 12:00:00",-111.51094816,-111.31094816,26.62518129,26.82518129,13109,21.4650001525879,1.08971190490723,3.09996136414551,3.04398779508113,289,"2005-11-22 12:00:00",-111.51094816,-111.31094816,26.62518129,26.82518129,13109,2.06150007247925,1.33211622583866
"226",1.86,20051122,26.72093171,-111.41971947,2005-11-22,"2005",226,21.4892882418378,0.903179408872493,281,"2005-11-22 12:00:00",-111.51971947,-111.31971947,26.62093171,26.82093171,13109,21.6900005340576,0.934036755752563,2.82286217427171,2.74724328648287,289,"2005-11-22 12:00:00",-111.51971947,-111.31971947,26.62093171,26.82093171,13109,1.93499994277954,1.17421910526752
"227",1.861,20051122,26.71655671,-111.42841236,2005-11-22,"2005",227,21.5471885993387,0.904863190808479,281,"2005-11-22 12:00:00",-111.52841236,-111.32841236,26.61655671,26.81655671,13109,21.7999992370605,0.89697232131958,2.75536736650038,2.71394790667565,289,"2005-11-22 12:00:00",-111.52841236,-111.32841236,26.61655671,26.81655671,13109,1.84500002861023,1.07488503534794
"228",1.862,20051122,26.71183531,-111.43697421,2005-11-22,"2005",228,21.6514056738585,0.899995642068393,281,"2005-11-22 12:00:00",-111.53697421,-111.33697421,26.61183531,26.81183531,13109,21.9300003051758,0.78577901802063,2.61186851803407,2.60286807372652,289,"2005-11-22 12:00:00",-111.53697421,-111.33697421,26.61183531,26.81183531,13109,1.77199995517731,0.972585450124741
"229",1.863,20051122,26.70708591,-111.44549539,2005-11-22,"2005",229,21.7660142077246,0.87017008520496,281,"2005-11-22 12:00:00",-111.54549539,-111.34549539,26.60708591,26.80708591,13109,22.0849990844727,0.652344791793823,2.48934487323035,2.52561127884942,289,"2005-11-22 12:00:00",-111.54549539,-111.34549539,26.60708591,26.80708591,13109,1.71200001239777,0.904386021208763
"230",1.864,20051122,26.70234069,-111.45398737,2005-11-22,"2005",230,21.8320462237049,0.849786293312963,281,"2005-11-22 12:00:00",-111.55398737,-111.35398737,26.60234069,26.80234069,13109,22.1399993896484,0.58562767868042,2.52013725887945,2.53599497066172,289,"2005-11-22 12:00:00",-111.55398737,-111.35398737,26.60234069,26.80234069,13109,1.71200001239777,0.911798837399483
"231",1.865,20051122,26.6976305,-111.46248243,2005-11-22,"2005",231,21.9287773327236,0.802344102113069,274,"2005-11-22 12:00:00",-111.56248243,-111.36248243,26.5976305,26.7976305,13109,22.2000007629395,0.533734077072143,2.48333218394679,2.54551526844272,289,"2005-11-22 12:00:00",-111.56248243,-111.36248243,26.5976305,26.7976305,13109,1.69700002670288,0.861390556168556
"232",1.866,20051122,26.69374678,-111.46955656,2005-11-22,"2005",232,22.0902264001235,0.674826365277108,265,"2005-11-22 12:00:00",-111.56955656,-111.36955656,26.59374678,26.79374678,13109,22.2900009155273,0.407717262268066,2.55850707220947,2.61268280107794,283,"2005-11-22 12:00:00",-111.56955656,-111.36955656,26.59374678,26.79374678,13109,1.71000003814697,0.874734049487114
"233",1.867,20051122,26.69974123,-111.48168448,2005-11-22,"2005",233,22.1279650769492,0.635391956060686,258,"2005-11-22 12:00:00",-111.58168448,-111.38168448,26.59974123,26.79974123,13109,22.2950000762939,0.422540773773193,2.32941423323903,2.16588642165033,274,"2005-11-22 12:00:00",-111.58168448,-111.38168448,26.59974123,26.79974123,13109,1.61449998617172,0.754643404948711
"234",1.868,20051122,26.70369618,-111.48670562,2005-11-22,"2005",234,22.1279650769492,0.635391956060686,258,"2005-11-22 12:00:00",-111.58168448,-111.38168448,26.59974123,26.79974123,13109,22.2950000762939,0.422540773773193,2.32941423323903,2.16588642165033,274,"2005-11-22 12:00:00",-111.58168448,-111.38168448,26.59974123,26.79974123,13109,1.61449998617172,0.754643404948711
"235",1.869,20051122,26.7090543,-111.49383331,2005-11-22,"2005",235,22.1607737768264,0.588750674087322,252,"2005-11-22 12:00:00",-111.59383331,-111.39383331,26.6090543,26.8090543,13109,22.3099994659424,0.422540773773193,2.19268165188336,1.65582903657262,267,"2005-11-22 12:00:00",-111.59383331,-111.39383331,26.6090543,26.8090543,13109,1.60399997234344,0.735369499611854
"236",1.87,20051122,26.7147612,-111.50046724,2005-11-22,"2005",236,22.1607737768264,0.588750674087322,252,"2005-11-22 12:00:00",-111.59383331,-111.39383331,26.6090543,26.8090543,13109,22.3099994659424,0.422540773773193,2.19268165188336,1.65582903657262,267,"2005-11-22 12:00:00",-111.59383331,-111.39383331,26.6090543,26.8090543,13109,1.60399997234344,0.735369499611854
"237",1.871,20051122,26.72110462,-111.50815444,2005-11-22,"2005",237,22.1443521831682,0.606482553555507,247,"2005-11-22 12:00:00",-111.60815444,-111.40815444,26.62110462,26.82110462,13109,22.3099994659424,0.437367113113403,2.26897126733115,1.79406940269621,261,"2005-11-22 12:00:00",-111.60815444,-111.40815444,26.62110462,26.82110462,13109,1.60399997234344,0.723508675575256
"238",1.872,20051122,26.72694645,-111.51557557,2005-11-22,"2005",238,22.1443521831682,0.606482553555507,247,"2005-11-22 12:00:00",-111.60815444,-111.40815444,26.62110462,26.82110462,13109,22.3099994659424,0.437367113113403,2.26897126733115,1.79406940269621,261,"2005-11-22 12:00:00",-111.60815444,-111.40815444,26.62110462,26.82110462,13109,1.60399997234344,0.723508675575256
"239",1.873,20051122,26.73282427,-111.52321078,2005-11-22,"2005",239,22.1357926469508,0.620749400796847,246,"2005-11-22 12:00:00",-111.62321078,-111.42321078,26.63282427,26.83282427,13109,22.3324995040894,0.500378348350525,2.38742218175287,2.00063062221452,257,"2005-11-22 12:00:00",-111.62321078,-111.42321078,26.63282427,26.83282427,13109,1.63800001144409,0.757608655142784
"240",1.874,20051122,26.73843664,-111.53110272,2005-11-22,"2005",240,22.1357926469508,0.620749400796847,246,"2005-11-22 12:00:00",-111.62321078,-111.42321078,26.63282427,26.83282427,13109,22.3324995040894,0.500378348350525,2.38742218175287,2.00063062221452,257,"2005-11-22 12:00:00",-111.62321078,-111.42321078,26.63282427,26.83282427,13109,1.63800001144409,0.757608655142784
"241",1.875,20051122,26.74400199,-111.53904734,2005-11-22,"2005",241,22.1140778572833,0.645586461372224,244,"2005-11-22 12:00:00",-111.63904734,-111.43904734,26.64400199,26.84400199,13109,22.352499961853,0.544854538536072,2.55023725336673,2.25094062911165,255,"2005-11-22 12:00:00",-111.63904734,-111.43904734,26.64400199,26.84400199,13109,1.69700002670288,0.806534443831444
"242",1.876,20051122,26.74939356,-111.54688894,2005-11-22,"2005",242,22.1601702020523,0.623641827425619,235,"2005-11-22 12:00:00",-111.64688894,-111.44688894,26.64939356,26.84939356,13109,22.375,0.51149598197937,2.69825910677311,2.39971200116288,247,"2005-11-22 12:00:00",-111.64688894,-111.44688894,26.64939356,26.84939356,13109,1.71399998664856,0.831738584446907
"243",1.877,20051122,26.75477352,-111.55485011,2005-11-22,"2005",243,22.1601702020523,0.623641827425619,235,"2005-11-22 12:00:00",-111.64688894,-111.44688894,26.64939356,26.84939356,13109,22.375,0.51149598197937,2.69825910677311,2.39971200116288,247,"2005-11-22 12:00:00",-111.64688894,-111.44688894,26.64939356,26.84939356,13109,1.71399998664856,0.831738584446907
"244",1.878,20051122,26.76021762,-111.56297564,2005-11-22,"2005",244,22.1054291622833,0.673034140405088,233,"2005-11-22 12:00:00",-111.66297564,-111.46297564,26.66021762,26.86021762,13109,22.3649997711182,0.58562767868042,2.70480284434024,2.3936229440163,246,"2005-11-22 12:00:00",-111.66297564,-111.46297564,26.66021762,26.86021762,13109,1.71499997377396,0.807275601732731
"245",1.879,20051122,26.76576703,-111.57131126,2005-11-22,"2005",245,22.1340134368349,0.663958294552865,223,"2005-11-22 12:00:00",-111.67131126,-111.47131126,26.66576703,26.86576703,13109,22.3850002288818,0.563389583587646,2.84333332932951,2.51328420446498,237,"2005-11-22 12:00:00",-111.67131126,-111.47131126,26.66576703,26.86576703,13109,1.74800002574921,0.808017113113403
"246",1.88,20051122,26.77087267,-111.57922315,2005-11-22,"2005",246,22.0410514798799,0.711006774955486,233,"2005-11-22 12:00:00",-111.67922315,-111.47922315,26.67087267,26.87087267,13109,22.3449993133545,0.681997470474243,2.74574796455662,2.46448727778112,246,"2005-11-22 12:00:00",-111.67922315,-111.47922315,26.67087267,26.87087267,13109,1.71100002527237,0.725732767868042
"247",1.882,20051122,26.78200364,-111.59485815,2005-11-22,"2005",247,21.9987276451928,0.746172454931074,224,"2005-11-22 12:00:00",-111.69485815,-111.49485815,26.68200364,26.88200364,13109,22.2925004959106,0.856202009010315,3.00728991201946,2.61480367050949,238,"2005-11-22 12:00:00",-111.69485815,-111.49485815,26.68200364,26.88200364,13109,1.76249998807907,0.703493700706959
"248",1.883,20051122,26.78821375,-111.6022648,2005-11-22,"2005",248,21.9987276451928,0.746172454931074,224,"2005-11-22 12:00:00",-111.69485815,-111.49485815,26.68200364,26.88200364,13109,22.2925004959106,0.856202009010315,3.00728991201946,2.61480367050949,238,"2005-11-22 12:00:00",-111.69485815,-111.49485815,26.68200364,26.88200364,13109,1.76249998807907,0.703493700706959
"249",1.884,20051122,26.7943988,-111.60957366,2005-11-22,"2005",249,21.92577088982,0.799228001550811,227,"2005-11-22 12:00:00",-111.70957366,-111.50957366,26.6943988,26.8943988,13109,22.1499996185303,1.02299479179382,3.11080497725871,2.61112101387142,241,"2005-11-22 12:00:00",-111.70957366,-111.50957366,26.6943988,26.8943988,13109,1.8289999961853,0.722026183032989
"250",1.885,20051122,26.80059528,-111.6169989,2005-11-22,"2005",250,21.92577088982,0.799228001550811,227,"2005-11-22 12:00:00",-111.70957366,-111.50957366,26.6943988,26.8943988,13109,22.1499996185303,1.02299479179382,3.11080497725871,2.61112101387142,241,"2005-11-22 12:00:00",-111.70957366,-111.50957366,26.6943988,26.8943988,13109,1.8289999961853,0.722026183032989
"251",1.886,20051122,26.80665343,-111.62429627,2005-11-22,"2005",251,21.8640475913044,0.826540024781197,231,"2005-11-22 12:00:00",-111.72429627,-111.52429627,26.70665343,26.90665343,13109,21.8050003051758,1.08971190490723,3.16219105516992,2.60715298563083,246,"2005-11-22 12:00:00",-111.72429627,-111.52429627,26.70665343,26.90665343,13109,1.89250004291534,0.642707176351547
"252",1.887,20051122,26.81272202,-111.63151174,2005-11-22,"2005",252,21.8849090402777,0.827769179890664,220,"2005-11-22 12:00:00",-111.73151174,-111.53151174,26.71272202,26.91272202,13109,21.8199996948242,1.11195,3.21033755334621,2.62378833172465,237,"2005-11-22 12:00:00",-111.73151174,-111.53151174,26.71272202,26.91272202,13109,1.92999994754791,0.640483084058762
"253",1.888,20051122,26.81893481,-111.63884641,2005-11-22,"2005",253,21.8160943780334,0.845433186580478,233,"2005-11-22 12:00:00",-111.73884641,-111.53884641,26.71893481,26.91893481,13109,21.6450004577637,1.20831979179382,3.09696371228464,2.54975969852948,248,"2005-11-22 12:00:00",-111.73884641,-111.53884641,26.71893481,26.91893481,13109,1.91500002145767,0.606383369600773
"254",1.889,20051122,26.82509372,-111.64622637,2005-11-22,"2005",254,21.8413676702388,0.838223409952654,223,"2005-11-22 12:00:00",-111.74622637,-111.54622637,26.72509372,26.92509372,13109,21.7549991607666,1.16384077377319,3.19152929044668,2.61741815489617,239,"2005-11-22 12:00:00",-111.74622637,-111.54622637,26.72509372,26.92509372,13109,1.93900001049042,0.630104929304123
"255",1.89,20051122,26.83113584,-111.65352658,2005-11-22,"2005",255,21.8413676702388,0.838223409952654,223,"2005-11-22 12:00:00",-111.74622637,-111.54622637,26.72509372,26.92509372,13109,21.7549991607666,1.16384077377319,3.19152929044668,2.61741815489617,239,"2005-11-22 12:00:00",-111.74622637,-111.54622637,26.72509372,26.92509372,13109,1.93900001049042,0.630104929304123
"256",1.891,20051122,26.83730451,-111.66079691,2005-11-22,"2005",256,21.8149333106147,0.830159515363515,225,"2005-11-22 12:00:00",-111.76079691,-111.56079691,26.73730451,26.93730451,13109,21.6650009155273,1.15642619018555,3.18658298674461,2.59029943237324,241,"2005-11-22 12:00:00",-111.76079691,-111.56079691,26.73730451,26.93730451,13109,1.95000004768372,0.621209443831444
"257",1.892,20051122,26.84379674,-111.66793675,2005-11-22,"2005",257,21.7392796338615,0.832144283910493,236,"2005-11-22 12:00:00",-111.76793675,-111.56793675,26.74379674,26.94379674,13109,21.625,1.10082953853607,3.00026095625889,2.37126640320792,251,"2005-11-22 12:00:00",-111.76793675,-111.56793675,26.74379674,26.94379674,13109,1.94200003147125,0.601935626864433
"258",1.893,20051122,26.85016997,-111.67502377,2005-11-22,"2005",258,21.7974999773819,0.805893563616051,226,"2005-11-22 12:00:00",-111.77502377,-111.57502377,26.75016997,26.95016997,13109,21.6575002670288,1.03781971721649,3.07699379989924,2.40212668995453,242,"2005-11-22 12:00:00",-111.77502377,-111.57502377,26.75016997,26.95016997,13109,1.97550004720688,0.641224418699741
"259",1.894,20051122,26.85653103,-111.68210744,2005-11-22,"2005",259,21.7942290369109,0.771044958297116,227,"2005-11-22 12:00:00",-111.78210744,-111.58210744,26.75653103,26.95653103,13109,21.7299995422363,0.963689434432983,2.93298971113354,2.16952332973358,243,"2005-11-22 12:00:00",-111.78210744,-111.58210744,26.75653103,26.95653103,13109,1.9539999961853,0.596005126476288
"260",1.895,20051122,26.86258217,-111.68951339,2005-11-22,"2005",260,21.7942290369109,0.771044958297116,227,"2005-11-22 12:00:00",-111.78210744,-111.58210744,26.75653103,26.95653103,13109,21.7299995422363,0.963689434432983,2.93298971113354,2.16952332973358,243,"2005-11-22 12:00:00",-111.78210744,-111.58210744,26.75653103,26.95653103,13109,1.9539999961853,0.596005126476288
"261",1.896,20051122,26.86784016,-111.69767019,2005-11-22,"2005",261,21.854212919871,0.736904610696886,216,"2005-11-22 12:00:00",-111.79767019,-111.59767019,26.76784016,26.96784016,13109,21.7974996566772,0.930330877876282,3.04797649434489,2.26550360646291,234,"2005-11-22 12:00:00",-111.79767019,-111.59767019,26.76784016,26.96784016,13109,1.9825000166893,0.633811514139175
"262",1.897,20051122,26.87280712,-111.70591402,2005-11-22,"2005",262,21.8023683899327,0.732188537255847,228,"2005-11-22 12:00:00",-111.80591402,-111.60591402,26.77280712,26.97280712,13109,21.7549991607666,0.89326785736084,2.87708366841686,2.10932541669315,245,"2005-11-22 12:00:00",-111.80591402,-111.60591402,26.77280712,26.97280712,13109,1.98000001907349,0.573766147685051
"263",1.898,20051122,26.87794291,-111.71431903,2005-11-22,"2005",263,21.8702063954205,0.70146082320498,218,"2005-11-22 12:00:00",-111.81431903,-111.61431903,26.77794291,26.97794291,13109,21.8924999237061,0.89697232131958,2.99422994947635,2.20279997056916,237,"2005-11-22 12:00:00",-111.81431903,-111.61431903,26.77794291,26.97794291,13109,2.0090000629425,0.609348619794846
"264",1.899,20051122,26.88285496,-111.72258093,2005-11-22,"2005",264,21.9184080303517,0.680158832755827,223,"2005-11-22 12:00:00",-111.82258093,-111.62258093,26.78285496,26.98285496,13109,21.9750003814697,0.852496131134033,3.14246720466457,2.46197585745725,244,"2005-11-22 12:00:00",-111.82258093,-111.62258093,26.78285496,26.98285496,13109,2.04050004482269,0.64567242654562
"265",1.9,20051122,26.88855328,-111.73206497,2005-11-22,"2005",265,22.0021261143907,0.651407860375321,214,"2005-11-22 12:00:00",-111.83206497,-111.63206497,26.78855328,26.98855328,13109,22.1174993515015,0.833963913917541,3.77467075983683,4.14565403654522,243,"2005-11-22 12:00:00",-111.83206497,-111.63206497,26.78855328,26.98855328,13109,2.15199995040894,0.800603943443298
"266",1.901,20051122,26.89280113,-111.73889745,2005-11-22,"2005",266,22.0021261143907,0.651407860375321,214,"2005-11-22 12:00:00",-111.83206497,-111.63206497,26.78855328,26.98855328,13109,22.1174993515015,0.833963913917541,3.77467075983683,4.14565403654522,243,"2005-11-22 12:00:00",-111.83206497,-111.63206497,26.78855328,26.98855328,13109,2.15199995040894,0.800603943443298
"267",1.902,20051122,26.89896866,-111.7465342,2005-11-22,"2005",267,22.0879544778304,0.626817444134781,220,"2005-11-22 12:00:00",-111.8465342,-111.6465342,26.79896866,26.99896866,13109,22.1875,0.778364434432983,3.99171030001035,5.09861462278516,252,"2005-11-22 12:00:00",-111.8465342,-111.6465342,26.79896866,26.99896866,13109,2.20050001144409,0.855460232520103
"268",1.903,20051122,26.90521593,-111.75412366,2005-11-22,"2005",268,22.0879544778304,0.626817444134781,220,"2005-11-22 12:00:00",-111.8465342,-111.6465342,26.79896866,26.99896866,13109,22.1875,0.778364434432983,3.99171030001035,5.09861462278516,252,"2005-11-22 12:00:00",-111.8465342,-111.6465342,26.79896866,26.99896866,13109,2.20050001144409,0.855460232520103
"269",1.904,20051122,26.91203804,-111.76209946,2005-11-22,"2005",269,22.2166375322633,0.621074411251339,229,"2005-11-22 12:00:00",-111.86209946,-111.66209946,26.81203804,27.01203804,13109,22.3199996948242,0.659756547546387,4.12124708306375,5.20927351051024,259,"2005-11-22 12:00:00",-111.86209946,-111.66209946,26.81203804,27.01203804,13109,2.23799991607666,0.908833675575256
"270",1.905,20051122,26.91524144,-111.76768051,2005-11-22,"2005",270,22.2166375322633,0.621074411251339,229,"2005-11-22 12:00:00",-111.86209946,-111.66209946,26.81203804,27.01203804,13109,22.3199996948242,0.659756547546387,4.12124708306375,5.20927351051024,259,"2005-11-22 12:00:00",-111.86209946,-111.66209946,26.81203804,27.01203804,13109,2.23799991607666,0.908833675575256
"271",1.906,20051122,26.90370423,-111.7650817,2005-11-22,"2005",271,22.2043487992398,0.635206446917501,215,"2005-11-22 12:00:00",-111.8650817,-111.6650817,26.80370423,27.00370423,13109,22.2800006866455,0.719059077072144,4.39552379364059,5.32242417345071,252,"2005-11-22 12:00:00",-111.8650817,-111.6650817,26.80370423,27.00370423,13109,2.40450000762939,1.12084557384253
"272",1.1128,20051122,27.678263,-111.31207115,2005-11-22,"2005",272,19.8463690735045,0.353718372103584,168,"2005-11-22 12:00:00",-111.41207115,-111.21207115,27.578263,27.778263,13109,19.7150001525879,0.281694791793823,8.27612110322734,4.92041560449278,289,"2005-11-22 12:00:00",-111.41207115,-111.21207115,27.578263,27.778263,13109,7.98899984359741,6.45079235115051
"273",1.1129,20051122,27.67263029,-111.32009079,2005-11-22,"2005",273,19.8362011296789,0.346521802009608,179,"2005-11-22 12:00:00",-111.42009079,-111.22009079,27.57263029,27.77263029,13109,19.7150001525879,0.281694791793823,7.58066435751206,4.7460142689539,289,"2005-11-22 12:00:00",-111.42009079,-111.22009079,27.57263029,27.77263029,13109,7.22800016403198,5.74952318458557
"274",1.113,20051122,27.66696904,-111.32802016,2005-11-22,"2005",274,19.8667448063691,0.36455088610462,192,"2005-11-22 12:00:00",-111.42802016,-111.22802016,27.56696904,27.76696904,13109,19.7299995422363,0.303932886886597,7.32904151814207,4.63441416105339,289,"2005-11-22 12:00:00",-111.42802016,-111.22802016,27.56696904,27.76696904,13109,6.40899991989136,5.11200473213196
"275",1.1131,20051122,27.66139341,-111.33591758,2005-11-22,"2005",275,19.8547015213848,0.36116502167594,201,"2005-11-22 12:00:00",-111.43591758,-111.23591758,27.56139341,27.76139341,13109,19.7150001525879,0.281694791793823,6.70795847305377,4.35397749992461,289,"2005-11-22 12:00:00",-111.43591758,-111.23591758,27.56139341,27.76139341,13109,5.36499977111816,3.88589432287216
"276",1.1132,20051122,27.65565219,-111.34375677,2005-11-22,"2005",276,19.8790909767151,0.372519914587682,220,"2005-11-22 12:00:00",-111.44375677,-111.24375677,27.55565219,27.75565219,13109,19.7425003051758,0.32246651802063,5.83385121946104,3.70789089808674,289,"2005-11-22 12:00:00",-111.44375677,-111.24375677,27.55565219,27.75565219,13109,4.1100001335144,2.25355232520103
"277",1.1133,20051122,27.64988437,-111.35153432,2005-11-22,"2005",277,19.8790909767151,0.372519914587682,220,"2005-11-22 12:00:00",-111.44375677,-111.24375677,27.55565219,27.75565219,13109,19.7425003051758,0.32246651802063,5.83385121946104,3.70789089808674,289,"2005-11-22 12:00:00",-111.44375677,-111.24375677,27.55565219,27.75565219,13109,4.1100001335144,2.25355232520103
"278",1.1134,20051122,27.64394802,-111.35938786,2005-11-22,"2005",278,19.8791850758019,0.367581025230739,227,"2005-11-22 12:00:00",-111.45938786,-111.25938786,27.54394802,27.74394802,13109,19.7450008392334,0.311347470474243,5.34471626925221,3.44851448831017,289,"2005-11-22 12:00:00",-111.45938786,-111.25938786,27.54394802,27.74394802,13109,3.63100004196167,1.67682066221237
"279",1.1135,20051122,27.63816558,-111.36695132,2005-11-22,"2005",279,19.9036498572756,0.371036507413606,237,"2005-11-22 12:00:00",-111.46695132,-111.26695132,27.53816558,27.73816558,13109,19.7849998474121,0.37065,5.14096540645745,3.28045766519284,289,"2005-11-22 12:00:00",-111.46695132,-111.26695132,27.53816558,27.73816558,13109,3.61100006103516,1.56414309897423
"280",1.1136,20051122,27.63228825,-111.37464596,2005-11-22,"2005",280,19.9175000624223,0.368610491151116,242,"2005-11-22 12:00:00",-111.47464596,-111.27464596,27.53228825,27.73228825,13109,19.7925004959106,0.381770461463928,4.67184083767003,2.90849813044238,289,"2005-11-22 12:00:00",-111.47464596,-111.27464596,27.53228825,27.73228825,13109,3.37599992752075,1.32692697172165
