"","mean sst","stdev sst","n","satellite date","requested lon min","requested lon max","requested lat min","requested lat max","requested date","median sst","mad sst"
"1",NA,NA,0,"2005-06-13 12:00:00",-112.35734,-112.15734,27.24568,27.44568,12947,NA,NA
"2",NA,NA,0,"2005-06-13 12:00:00",-112.35734,-112.15734,27.24568,27.44568,12947,NA,NA
"3",NA,NA,0,"2005-06-13 12:00:00",-112.35734,-112.15734,27.24568,27.44568,12947,NA,NA
"4",NA,NA,0,"2005-06-13 12:00:00",-112.35734,-112.15734,27.24568,27.44568,12947,NA,NA
"5",NA,NA,0,"2005-06-13 12:00:00",-112.35734,-112.15734,27.24568,27.44568,12947,NA,NA
"6",NA,NA,0,"2005-06-13 12:00:00",-112.35734,-112.15734,27.24568,27.44568,12947,NA,NA
"7",NA,NA,0,"2005-06-13 12:00:00",-112.35734,-112.15734,27.24568,27.44568,12947,NA,NA
"8",NA,NA,0,"2005-06-13 12:00:00",-112.35734,-112.15734,27.24568,27.44568,12947,NA,NA
"9",NA,NA,0,"2005-06-13 12:00:00",-112.35734,-112.15734,27.24568,27.44568,12947,NA,NA
"10",NA,NA,0,"2005-06-13 12:00:00",-112.35734,-112.15734,27.24568,27.44568,12947,NA,NA
"11",NA,NA,0,"2005-06-13 12:00:00",-112.35734,-112.15734,27.24568,27.44568,12947,NA,NA
"12",NA,NA,0,"2005-06-13 12:00:00",-112.35734,-112.15734,27.24568,27.44568,12947,NA,NA
"13",NA,NA,0,"2005-06-13 12:00:00",-112.35734,-112.15734,27.24568,27.44568,12947,NA,NA
"14",NA,NA,0,"2005-06-13 12:00:00",-112.35734,-112.15734,27.24568,27.44568,12947,NA,NA
"15",NA,NA,0,"2005-06-13 12:00:00",-112.35734,-112.15734,27.24568,27.44568,12947,NA,NA
"16",NA,NA,0,"2005-06-13 12:00:00",-112.35734,-112.15734,27.24568,27.44568,12947,NA,NA
"17",NA,NA,0,"2005-06-13 12:00:00",-112.35734,-112.15734,27.24568,27.44568,12947,NA,NA
"18",NA,NA,0,"2005-06-13 12:00:00",-112.35734,-112.15734,27.24568,27.44568,12947,NA,NA
"19",NA,NA,0,"2005-06-13 12:00:00",-112.35734,-112.15734,27.24568,27.44568,12947,NA,NA
"20",NA,NA,0,"2005-06-13 12:00:00",-112.35734,-112.15734,27.24568,27.44568,12947,NA,NA
"21",NA,NA,0,"2005-06-13 12:00:00",-112.35734,-112.15734,27.24568,27.44568,12947,NA,NA
"22",NA,NA,0,"2005-06-13 12:00:00",-112.35734,-112.15734,27.24568,27.44568,12947,NA,NA
"23",NA,NA,0,"2005-06-13 12:00:00",-112.35734,-112.15734,27.24568,27.44568,12947,NA,NA
"24",NA,NA,0,"2005-06-13 12:00:00",-112.35734,-112.15734,27.24568,27.44568,12947,NA,NA
"25",NA,NA,0,"2005-06-13 12:00:00",-112.35734,-112.15734,27.24568,27.44568,12947,NA,NA
"26",NA,NA,0,"2005-06-13 12:00:00",-112.35734,-112.15734,27.24568,27.44568,12947,NA,NA
"27",NA,NA,0,"2005-06-13 12:00:00",-112.35734,-112.15734,27.24568,27.44568,12947,NA,NA
"28",NA,NA,0,"2005-06-13 12:00:00",-112.35734,-112.15734,27.24568,27.44568,12947,NA,NA
"29",NA,NA,0,"2005-06-13 12:00:00",-112.35734,-112.15734,27.24568,27.44568,12947,NA,NA
"30",NA,NA,0,"2005-06-13 12:00:00",-112.35734,-112.15734,27.24568,27.44568,12947,NA,NA
"31",NA,NA,0,"2006-07-06 12:00:00",-112.35734,-112.15734,27.24568,27.44568,13335,NA,NA
"32",NA,NA,0,"2006-07-06 12:00:00",-112.35734,-112.15734,27.24568,27.44568,13335,NA,NA
"33",NA,NA,0,"2006-07-06 12:00:00",-112.35734,-112.15734,27.24568,27.44568,13335,NA,NA
"34",NA,NA,0,"2006-07-06 12:00:00",-112.35734,-112.15734,27.24568,27.44568,13335,NA,NA
"35",NA,NA,0,"2006-07-06 12:00:00",-112.35734,-112.15734,27.24568,27.44568,13335,NA,NA
"36",NA,NA,0,"2006-07-07 12:00:00",-112.35734,-112.15734,27.24568,27.44568,13336,NA,NA
"37",NA,NA,0,"2006-07-07 12:00:00",-112.35734,-112.15734,27.24568,27.44568,13336,NA,NA
"38",NA,NA,0,"2006-07-07 12:00:00",-112.35734,-112.15734,27.24568,27.44568,13336,NA,NA
"39",NA,NA,0,"2006-07-07 12:00:00",-112.35734,-112.15734,27.24568,27.44568,13336,NA,NA
"40",30.5674483069058,0.232698631900587,145,"2006-07-08 12:00:00",-112.35734,-112.15734,27.24568,27.44568,13337,30.5550003051758,0.237215773773193
"41",30.5674483069058,0.232698631900587,145,"2006-07-08 12:00:00",-112.35734,-112.15734,27.24568,27.44568,13337,30.5550003051758,0.237215773773193
"42",30.5674483069058,0.232698631900587,145,"2006-07-08 12:00:00",-112.35734,-112.15734,27.24568,27.44568,13337,30.5550003051758,0.237215773773193
"43",30.5674483069058,0.232698631900587,145,"2006-07-08 12:00:00",-112.35734,-112.15734,27.24568,27.44568,13337,30.5550003051758,0.237215773773193
