"","mean sst","stdev sst","n","satellite date","requested lon min","requested lon max","requested lat min","requested lat max","requested date","median sst","mad sst"
"1",25.2086928132652,0.649644672363133,138,"2005-06-13",-112.35734,-112.15734,27.24568,27.44568,12947,25.2970819473267,0.661919841384888
"2",25.2086928132652,0.649644672363133,138,"2005-06-13",-112.35734,-112.15734,27.24568,27.44568,12947,25.2970819473267,0.661919841384888
"3",25.2086928132652,0.649644672363133,138,"2005-06-13",-112.35734,-112.15734,27.24568,27.44568,12947,25.2970819473267,0.661919841384888
"4",25.2086928132652,0.649644672363133,138,"2005-06-13",-112.35734,-112.15734,27.24568,27.44568,12947,25.2970819473267,0.661919841384888
"5",25.2086928132652,0.649644672363133,138,"2005-06-13",-112.35734,-112.15734,27.24568,27.44568,12947,25.2970819473267,0.661919841384888
"6",25.2086928132652,0.649644672363133,138,"2005-06-13",-112.35734,-112.15734,27.24568,27.44568,12947,25.2970819473267,0.661919841384888
"7",25.2086928132652,0.649644672363133,138,"2005-06-13",-112.35734,-112.15734,27.24568,27.44568,12947,25.2970819473267,0.661919841384888
"8",25.2086928132652,0.649644672363133,138,"2005-06-13",-112.35734,-112.15734,27.24568,27.44568,12947,25.2970819473267,0.661919841384888
"9",25.2086928132652,0.649644672363133,138,"2005-06-13",-112.35734,-112.15734,27.24568,27.44568,12947,25.2970819473267,0.661919841384888
"10",25.2086928132652,0.649644672363133,138,"2005-06-13",-112.35734,-112.15734,27.24568,27.44568,12947,25.2970819473267,0.661919841384888
"11",25.2086928132652,0.649644672363133,138,"2005-06-13",-112.35734,-112.15734,27.24568,27.44568,12947,25.2970819473267,0.661919841384888
"12",25.2086928132652,0.649644672363133,138,"2005-06-13",-112.35734,-112.15734,27.24568,27.44568,12947,25.2970819473267,0.661919841384888
"13",25.2086928132652,0.649644672363133,138,"2005-06-13",-112.35734,-112.15734,27.24568,27.44568,12947,25.2970819473267,0.661919841384888
"14",25.2086928132652,0.649644672363133,138,"2005-06-13",-112.35734,-112.15734,27.24568,27.44568,12947,25.2970819473267,0.661919841384888
"15",25.2086928132652,0.649644672363133,138,"2005-06-13",-112.35734,-112.15734,27.24568,27.44568,12947,25.2970819473267,0.661919841384888
"16",25.2086928132652,0.649644672363133,138,"2005-06-13",-112.35734,-112.15734,27.24568,27.44568,12947,25.2970819473267,0.661919841384888
"17",25.2086928132652,0.649644672363133,138,"2005-06-13",-112.35734,-112.15734,27.24568,27.44568,12947,25.2970819473267,0.661919841384888
"18",25.2086928132652,0.649644672363133,138,"2005-06-13",-112.35734,-112.15734,27.24568,27.44568,12947,25.2970819473267,0.661919841384888
"19",25.2086928132652,0.649644672363133,138,"2005-06-13",-112.35734,-112.15734,27.24568,27.44568,12947,25.2970819473267,0.661919841384888
"20",25.2086928132652,0.649644672363133,138,"2005-06-13",-112.35734,-112.15734,27.24568,27.44568,12947,25.2970819473267,0.661919841384888
"21",25.2086928132652,0.649644672363133,138,"2005-06-13",-112.35734,-112.15734,27.24568,27.44568,12947,25.2970819473267,0.661919841384888
"22",25.2086928132652,0.649644672363133,138,"2005-06-13",-112.35734,-112.15734,27.24568,27.44568,12947,25.2970819473267,0.661919841384888
"23",25.2086928132652,0.649644672363133,138,"2005-06-13",-112.35734,-112.15734,27.24568,27.44568,12947,25.2970819473267,0.661919841384888
"24",25.2086928132652,0.649644672363133,138,"2005-06-13",-112.35734,-112.15734,27.24568,27.44568,12947,25.2970819473267,0.661919841384888
"25",25.2086928132652,0.649644672363133,138,"2005-06-13",-112.35734,-112.15734,27.24568,27.44568,12947,25.2970819473267,0.661919841384888
"26",25.2086928132652,0.649644672363133,138,"2005-06-13",-112.35734,-112.15734,27.24568,27.44568,12947,25.2970819473267,0.661919841384888
"27",25.2086928132652,0.649644672363133,138,"2005-06-13",-112.35734,-112.15734,27.24568,27.44568,12947,25.2970819473267,0.661919841384888
"28",25.2086928132652,0.649644672363133,138,"2005-06-13",-112.35734,-112.15734,27.24568,27.44568,12947,25.2970819473267,0.661919841384888
"29",25.2086928132652,0.649644672363133,138,"2005-06-13",-112.35734,-112.15734,27.24568,27.44568,12947,25.2970819473267,0.661919841384888
"30",25.2086928132652,0.649644672363133,138,"2005-06-13",-112.35734,-112.15734,27.24568,27.44568,12947,25.2970819473267,0.661919841384888
"31",30.4934354898881,0.261456743333349,147,"2006-07-06",-112.35734,-112.15734,27.24568,27.44568,13335,30.5300006866455,0.237215773773193
"32",30.4934354898881,0.261456743333349,147,"2006-07-06",-112.35734,-112.15734,27.24568,27.44568,13335,30.5300006866455,0.237215773773193
"33",30.4934354898881,0.261456743333349,147,"2006-07-06",-112.35734,-112.15734,27.24568,27.44568,13335,30.5300006866455,0.237215773773193
"34",30.4934354898881,0.261456743333349,147,"2006-07-06",-112.35734,-112.15734,27.24568,27.44568,13335,30.5300006866455,0.237215773773193
"35",30.4934354898881,0.261456743333349,147,"2006-07-06",-112.35734,-112.15734,27.24568,27.44568,13335,30.5300006866455,0.237215773773193
"36",30.3758660909292,0.229261554145657,148,"2006-07-07",-112.35734,-112.15734,27.24568,27.44568,13336,30.399374961853,0.205709449195862
"37",30.3758660909292,0.229261554145657,148,"2006-07-07",-112.35734,-112.15734,27.24568,27.44568,13336,30.399374961853,0.205709449195862
"38",30.3758660909292,0.229261554145657,148,"2006-07-07",-112.35734,-112.15734,27.24568,27.44568,13336,30.399374961853,0.205709449195862
"39",30.3758660909292,0.229261554145657,148,"2006-07-07",-112.35734,-112.15734,27.24568,27.44568,13336,30.399374961853,0.205709449195862
