"","cruise_int","Date_M","Lat_M","Lon_M"
"1960","3.4030",20070729,27.8530838,-112.69249049
"1961","3.4031",20070729,27.85590084,-112.6887933
"1962","3.4032",20070729,27.86506862,-112.68869454
"1963","3.4033",20070729,27.87411809,-112.68861447
"1964","3.4034",20070729,27.8830768,-112.68862241
"1965","3.4035",20070729,27.89211821,-112.68867825
"1966","3.4036",20070729,27.90116232,-112.6889527
"1967","3.4037",20070729,27.91021989,-112.68928247
"1968","3.4038",20070729,27.91915249,-112.6900016
"1969","3.4039",20070729,27.92795453,-112.69128105
"1970","3.4040",20070729,27.93700927,-112.69275135
"1971","3.4041",20070729,27.94592293,-112.69422055
"1972","3.4042",20070729,27.95484432,-112.69589987
"1973","3.4043",20070729,27.96375345,-112.69704897
"1974","3.4044",20070729,27.97279503,-112.69782581
"1975","3.4045",20070729,27.98180611,-112.69781209
"1976","3.4046",20070729,27.99090159,-112.69702685
"1977","3.4047",20070729,27.98944715,-112.69830976
"1978","3.4048",20070729,27.98025157,-112.69782487
"1979","3.4049",20070729,27.97124047,-112.6972805
"1980","3.4050",20070729,27.96192286,-112.69676946
"1981","3.4051",20070729,27.95215413,-112.69622522
"1982","3.4052",20070729,27.94454715,-112.69688857
"1983","3.4053",20070729,27.94521489,-112.7060027
"1984","3.4054",20070729,27.94606017,-112.71408459
"1985","3.4055",20070729,27.94677807,-112.70323665
"1986","3.4056",20070729,27.94884016,-112.69835743
"1987","3.4057",20070729,27.95039142,-112.70090814
"1988","3.4058",20070729,27.94598169,-112.69495238
"1989","3.4059",20070729,27.94951022,-112.69599128
"1990","3.4060",20070729,27.95629535,-112.69225552
"1991","3.4061",20070729,27.96293854,-112.69321944
"1992","3.4062",20070730,27.95656207,-112.6914455
"1993","3.4063",20070730,27.94741691,-112.69186824
"1994","3.4064",20070730,27.93834517,-112.6920859
"1995","3.4065",20070730,27.9293982,-112.69207432
"1996","3.4066",20070730,27.9203506,-112.69205781
"1997","3.4067",20070730,27.91137853,-112.69204704
"1998","3.4068",20070730,27.90234688,-112.69201042
"1999","3.4069",20070730,27.89329825,-112.69193175
"2000","3.4070",20070730,27.88427847,-112.69182186
"2001","3.4071",20070730,27.87530068,-112.69175134
"2002","3.4072",20070730,27.86624734,-112.69177636
"2003","3.4073",20070730,27.85718615,-112.69201272
"2004","3.4074",20070730,27.84815233,-112.69359693
"2005","3.4075",20070730,27.85198205,-112.69242772
"2006","3.4076",20070730,27.8602556,-112.69278702
"2007","3.4077",20070730,27.87030856,-112.69316375
"2008","3.4078",20070730,27.87907767,-112.6934057
"2009","3.4079",20070730,27.88817877,-112.69367137
"2010","3.4080",20070730,27.89714333,-112.69403482
"2011","3.4081",20070730,27.90412446,-112.69480066
"2012","3.4082",20070730,27.90528664,-112.68531599
"2013","3.4083",20070730,27.9116005,-112.68447415
"2014","3.4084",20070730,27.92087097,-112.68682284
"2015","3.4085",20070730,27.92955255,-112.68973499
"2016","3.4086",20070730,27.93823159,-112.6925687
"2017","3.4087",20070730,27.94806458,-112.69546378
"2018","3.4088",20070730,27.9521171,-112.69532304
"2019","3.4089",20070730,27.95466043,-112.69803847
"2020","3.4090",20070730,27.95496432,-112.69934417
"2021","3.4091",20070730,27.96485477,-112.6986385
"2022","3.4092",20070730,27.9738818,-112.6981275
"2023","3.4093",20070730,27.98292325,-112.6977315
"2024","3.4094",20070730,27.99161074,-112.69817692
"2025","3.4095",20070730,27.98461808,-112.69578228
"2026","3.4096",20070730,27.97562466,-112.6960482
"2027","3.4097",20070730,27.96664744,-112.69609867
"2028","3.4098",20070730,27.95760873,-112.69596748
"2029","3.4099",20070730,27.94826067,-112.69550331
"2030","3.4100",20070730,27.93953153,-112.69472052
"2031","3.4101",20070730,27.93062333,-112.69468972
"2032","3.4102",20070730,27.92005164,-112.6941554
"2033","3.4103",20070730,27.91847442,-112.68635577
"2034","3.4104",20070730,27.91655835,-112.67712826
"2035","3.303",20070719,26.18000121,-110.4545933
"2036","3.304",20070719,26.18713404,-110.4605488
"2037","3.305",20070719,26.19439363,-110.4665473
"2038","3.306",20070719,26.20167728,-110.47237956
"2039","3.307",20070719,26.20903485,-110.47824702
"2040","3.308",20070719,26.21639775,-110.48408354
"2041","3.309",20070719,26.22377103,-110.48988634
"2042","3.310",20070719,26.2312104,-110.49564368
"2043","3.311",20070719,26.2385587,-110.50131437
"2044","3.312",20070719,26.2459297,-110.507025
"2045","3.313",20070719,26.25337647,-110.5127898
"2046","3.314",20070719,26.26076438,-110.51843182
"2047","3.3147",20070727,27.81029226,-112.22937056
"2048","3.3148",20070727,27.8134577,-112.21983828
"2049","3.3149",20070727,27.81660061,-112.21029186
"2050","3.315",20070719,26.26819694,-110.52419621
"2051","3.3150",20070727,27.81970744,-112.20079095
"2052","3.3151",20070727,27.82285998,-112.19133438
"2053","3.3152",20070727,27.82604086,-112.18184563
"2054","3.3153",20070727,27.8292252,-112.17227175
"2055","3.3154",20070727,27.83237878,-112.16281878
"2056","3.3155",20070727,27.83550702,-112.1532182
"2057","3.3156",20070727,27.83846898,-112.14365444
"2058","3.3157",20070727,27.84159496,-112.13410653
"2059","3.3158",20070727,27.84280375,-112.12430592
"2060","3.3159",20070727,27.83986154,-112.12722573
"2061","3.316",20070719,26.27565007,-110.52994841
"2062","3.3160",20070727,27.83233903,-112.13309347
"2063","3.3161",20070727,27.82447241,-112.13805156
"2064","3.3162",20070727,27.81653084,-112.14297224
"2065","3.3163",20070727,27.80866127,-112.14780113
"2066","3.3164",20070727,27.80065833,-112.15264187
"2067","3.3165",20070727,27.79275225,-112.15741671
"2068","3.3166",20070727,27.78483102,-112.16220886
"2069","3.3167",20070727,27.77688578,-112.16696606
"2070","3.3168",20070727,27.7689204,-112.1716932
"2071","3.3169",20070727,27.76088283,-112.17652738
"2072","3.317",20070719,26.28301329,-110.53559063
"2073","3.3170",20070727,27.75302236,-112.18144186
"2074","3.3171",20070727,27.74512939,-112.1863297
"2075","3.3172",20070727,27.73718286,-112.19111752
"2076","3.318",20070719,26.2904526,-110.54125981
"2077","3.319",20070719,26.29786899,-110.5470032
"2078","3.320",20070719,26.30524971,-110.55278526
"2079","3.321",20070719,26.31260227,-110.55854138
"2080","3.322",20070719,26.32012442,-110.56427365
"2081","3.323",20070719,26.32748259,-110.56983285
"2082","3.324",20070719,26.33501422,-110.57549365
"2083","3.325",20070719,26.34249404,-110.58102935
"2084","3.326",20070719,26.35000104,-110.5864998
"2085","3.327",20070719,26.35755859,-110.59196271
"2086","3.328",20070719,26.36513165,-110.59741012
"2087","3.329",20070719,26.37271377,-110.60285422
"2088","3.330",20070719,26.38035418,-110.6083713
"2089","3.331",20070719,26.38782742,-110.61378751
"2090","3.332",20070719,26.39541956,-110.61937474
"2091","3.333",20070719,26.40296913,-110.62486968
"2092","3.334",20070719,26.41049986,-110.63036161
"2093","3.335",20070719,26.41802274,-110.63584323
"2094","3.336",20070719,26.42557431,-110.64135995
"2095","3.337",20070719,26.43306429,-110.64689169
"2096","3.338",20070719,26.44060481,-110.65245271
"2097","3.339",20070719,26.44811864,-110.65805287
"2098","3.340",20070719,26.45566572,-110.66358304
"2099","3.341",20070719,26.46311425,-110.66913681
"2100","3.342",20070719,26.47062116,-110.67474964
"2101","3.343",20070719,26.47809885,-110.68030462
"2102","3.344",20070719,26.48558761,-110.68597441
"2103","3.345",20070719,26.49303102,-110.69157693
"2104","3.346",20070719,26.50052393,-110.69730545
"2105","3.347",20070719,26.50792529,-110.70302529
"2106","3.348",20070719,26.51527733,-110.70879234
"2107","3.349",20070719,26.52265604,-110.71458099
"2108","3.350",20070719,26.52985383,-110.72065255
"2109","3.351",20070719,26.53689991,-110.72690228
"2110","3.352",20070719,26.54385727,-110.73322135
"2111","3.353",20070719,26.55077125,-110.73955773
"2112","3.354",20070719,26.55773608,-110.74599123
"2113","3.355",20070719,26.56472593,-110.75244051
"2114","3.356",20070719,26.57165975,-110.7588008
"2115","3.357",20070719,26.5786732,-110.76518579
"2116","3.358",20070719,26.58570977,-110.7715062
"2117","3.359",20070719,26.59273884,-110.77782235
"2118","3.360",20070719,26.59977832,-110.78406667
"2119","3.361",20070719,26.60686866,-110.7902536
"2120","3.362",20070719,26.613937,-110.79639893
"2121","3.363",20070719,26.62113608,-110.80259848
"2122","3.364",20070719,26.62834584,-110.80873185
"2123","3.365",20070719,26.6355039,-110.81475054
"2124","3.366",20070719,26.64265696,-110.82072687
"2125","3.367",20070719,26.64984947,-110.82685224
"2126","3.368",20070719,26.65703105,-110.83303619
"2127","3.369",20070719,26.66417366,-110.83921376
"2128","3.370",20070719,26.67122772,-110.84534384
"2129","3.371",20070719,26.67831325,-110.85162025
"2130","3.372",20070719,26.68532296,-110.85790947
"2131","3.373",20070719,26.69229006,-110.8641986
"2132","3.374",20070719,26.69932281,-110.87050575
"2133","3.375",20070719,26.70635121,-110.87682819
"2134","3.376",20070719,26.71341733,-110.88315597
"2135","3.377",20070719,26.72046504,-110.88943881
"2136","3.378",20070719,26.72755367,-110.89573425
"2137","3.379",20070719,26.73464424,-110.9020186
"2138","3.380",20070719,26.74163064,-110.9082788
"2139","3.381",20070719,26.74858542,-110.91459676
"2140","3.382",20070719,26.75561043,-110.92104746
"2141","3.383",20070719,26.76247268,-110.92737234
"2142","3.384",20070719,26.76951205,-110.93384454
"2143","3.385",20070719,26.77648181,-110.94023758
"2144","3.386",20070719,26.7833632,-110.94660452
"2145","3.387",20070719,26.7903449,-110.95310102
"2146","3.388",20070719,26.79720291,-110.95956643
"2147","3.389",20070719,26.80410584,-110.96614388
"2148","3.390",20070719,26.81092111,-110.97267531
"2149","3.391",20070719,26.81777784,-110.97931957
"2150","3.392",20070719,26.8245167,-110.98580448
"2151","3.393",20070719,26.83142983,-110.99245605
"2152","3.394",20070719,26.83827065,-110.99896892
"2153","3.395",20070719,26.84508168,-111.00546532
"2154","3.4373",20070730,26.60466321,-110.79354841
"2155","3.4374",20070730,26.61331299,-110.79622539
"2156","3.4375",20070730,26.62195425,-110.79889821
"2157","3.4376",20070730,26.63063624,-110.80159534
"2158","3.4377",20070730,26.63937301,-110.80427739
"2159","3.4378",20070730,26.64822164,-110.80705638
"2160","3.4379",20070730,26.65668493,-110.80965037
"2161","3.4380",20070730,26.66543733,-110.81228355
"2162","3.4381",20070730,26.67415044,-110.81488003
"2163","3.4382",20070730,26.68288498,-110.81750098
"2164","3.4383",20070730,26.69153372,-110.82012429
"2165","3.4384",20070730,26.70031482,-110.82274278
"2166","3.4385",20070730,26.7090581,-110.82530264
"2167","3.4386",20070730,26.71773598,-110.82781209
"2168","3.4387",20070730,26.72653355,-110.83033654
"2169","3.4388",20070730,26.7352538,-110.83287997
"2170","3.4389",20070730,26.74390169,-110.83544947
"2171","3.4390",20070730,26.75265055,-110.83805279
"2172","3.4391",20070730,26.76138214,-110.84061893
"2173","3.4392",20070730,26.77016269,-110.84312731
"2174","3.4393",20070730,26.77888974,-110.8456724
"2175","3.4394",20070730,26.78763253,-110.8482167
"2176","3.4395",20070730,26.7963493,-110.85076392
"2177","3.4396",20070730,26.80507495,-110.85330053
"2178","3.4397",20070730,26.81384773,-110.85579571
"2179","3.4398",20070730,26.82254982,-110.85829032
"2180","3.4399",20070730,26.83125271,-110.86076551
"2181","3.4400",20070730,26.84000968,-110.86327969
"2182","3.4401",20070730,26.84878286,-110.86586872
"2183","3.4402",20070730,26.85737514,-110.86843923
"2184","3.4403",20070730,26.86616561,-110.87110931
"2185","3.4404",20070730,26.87483127,-110.87371158
"2186","3.4405",20070730,26.88358253,-110.87642943
"2187","3.4406",20070730,26.89225469,-110.87924478
"2188","3.4407",20070730,26.90083351,-110.88212088
"2189","3.4408",20070730,26.90951106,-110.88503612
"2190","3.4409",20070730,26.91805334,-110.88791512
"2191","3.4410",20070730,26.9266975,-110.89090354
"2192","3.4411",20070730,26.93531449,-110.89392655
"2193","3.4412",20070730,26.94387941,-110.89695061
"2194","3.4413",20070730,26.95256262,-110.90005186
"2195","3.4414",20070730,26.96118707,-110.90317799
"2196","3.4415",20070730,26.96960409,-110.90634016
"2197","3.4416",20070730,26.97826997,-110.90970358
"2198","3.4417",20070730,26.98681164,-110.91300375
"2199","3.4418",20070730,26.99531998,-110.9161665
"2200","3.4419",20070730,27.00392197,-110.91936444
"2201","3.4420",20070730,27.01240574,-110.9224276
"2202","3.4423",20070730,27.04213484,-110.9322623
"2203","3.4424",20070730,27.04706754,-110.93394608
"2204","3.4425",20070730,27.05559914,-110.93683808
"2205","3.4426",20070730,27.06425474,-110.93974411
"2206","3.4427",20070730,27.07287374,-110.94258682
"2207","3.4428",20070730,27.08158366,-110.94545182
"2208","3.4429",20070730,27.09019814,-110.94832162
"2209","3.4430",20070730,27.09887304,-110.9511665
"2210","3.4431",20070730,27.10767406,-110.95401409
"2211","3.4432",20070730,27.11628289,-110.95679203
"2212","3.4433",20070730,27.12492371,-110.95955504
"2213","3.4434",20070730,27.1335746,-110.96241527
"2214","3.4435",20070730,27.14217148,-110.96530768
"2215","3.4436",20070730,27.15076896,-110.96824644
"2216","3.4437",20070730,27.15942596,-110.97118028
"2217","3.4438",20070730,27.16812638,-110.97396263
"2218","3.4439",20070730,27.17695545,-110.97624134
"2219","3.4440",20070730,27.18567289,-110.97858456
"2220","3.4441",20070730,27.19485107,-110.9804387
"2221","3.4442",20070730,27.19614861,-110.98917384
"2222","3.4443",20070730,27.19839002,-110.99897167
"2223","3.4444",20070730,27.20056588,-111.00866929
"2224","3.4445",20070730,27.20280316,-111.01847408
"2225","3.4446",20070730,27.2050668,-111.0281633
"2226","3.4447",20070730,27.20726646,-111.03792159
"2227","3.4448",20070730,27.20944773,-111.04759326
"2228","3.4449",20070730,27.21161639,-111.05724331
"2229","3.4450",20070730,27.21387528,-111.0671404
"2230","3.4451",20070730,27.2161055,-111.07682773
"2231","3.4452",20070730,27.21840017,-111.08673013
"2232","3.4453",20070730,27.22063125,-111.09650504
"2233","3.4454",20070730,27.22289606,-111.10615764
"2234","3.4455",20070730,27.22515778,-111.11580145
"2235","3.4456",20070730,27.22742308,-111.12560496
"2236","3.4457",20070730,27.22961885,-111.13540436
"2237","3.4458",20070730,27.23184627,-111.14524914
"2238","3.4459",20070730,27.23410426,-111.1549984
"2239","3.4460",20070730,27.23640657,-111.16482293
"2240","3.4461",20070730,27.23863384,-111.17473627
"2241","3.4462",20070730,27.24063845,-111.1842939
"2242","3.4463",20070730,27.2427067,-111.19416096
"2243","3.4464",20070730,27.24474497,-111.20397386
"2244","3.4465",20070730,27.24676999,-111.21383235
"2245","3.4466",20070730,27.24885819,-111.22375592
"2246","3.4467",20070730,27.25088775,-111.233482
"2247","3.4468",20070730,27.25300362,-111.24332638
"2248","3.4469",20070730,27.25500464,-111.25303068
"2249","3.4470",20070730,27.25704713,-111.26289502
"2250","3.4471",20070730,27.25896672,-111.27281
"2251","3.4472",20070730,27.26053995,-111.28273182
"2252","3.4473",20070730,27.2621073,-111.29271272
"2253","3.4474",20070730,27.26368269,-111.30257749
"2254","3.4475",20070730,27.26526676,-111.31256362
"2255","3.4476",20070730,27.26687803,-111.32252254
"2256","3.4477",20070730,27.26843337,-111.3324505
"2257","3.4478",20070730,27.27021355,-111.3431895
"2258","3.4479",20070730,27.27215645,-111.35421942
"2259","3.4480",20070731,27.27618363,-111.3618184
"2260","3.4481",20070731,27.27666982,-111.36949862
"2261","3.4482",20070731,27.28097653,-111.37781059
"2262","3.4483",20070731,27.28512218,-111.38672605
"2263","3.4484",20070731,27.28696512,-111.3972891
"2264","3.4485",20070731,27.28869236,-111.40726843
"2265","3.4486",20070731,27.29041089,-111.41714158
"2266","3.4487",20070731,27.2921438,-111.42703324
"2267","3.4488",20070731,27.29388966,-111.43678357
"2268","3.4489",20070731,27.29575061,-111.44683968
"2269","3.4490",20070731,27.29760782,-111.45670494
"2270","3.4491",20070731,27.29944948,-111.46653149
"2271","3.4492",20070731,27.30132158,-111.47644934
"2272","3.4493",20070731,27.30315747,-111.48628621
"2273","3.4494",20070731,27.30501174,-111.4960857
"2274","3.4495",20070731,27.30689634,-111.50606559
"2275","3.4496",20070731,27.30872342,-111.51596372
"2276","3.4497",20070731,27.31053469,-111.5258285
"2277","3.4498",20070731,27.31231318,-111.53572227
"2278","3.4499",20070731,27.31398765,-111.54562423
"2279","3.4500",20070731,27.31569675,-111.55564813
"2280","3.4501",20070731,27.31739428,-111.56551429
"2281","3.4502",20070731,27.31941361,-111.57530933
"2282","3.4503",20070731,27.32145772,-111.58521862
"2283","3.4504",20070731,27.32351002,-111.59489776
"2284","3.4505",20070731,27.32557842,-111.6048689
"2285","3.4506",20070731,27.32741289,-111.61481314
"2286","3.4507",20070731,27.32924497,-111.62469967
"2287","3.4508",20070731,27.3359207,-111.62906261
"2288","3.4509",20070731,27.34491008,-111.63029937
"2289","3.4510",20070731,27.35382746,-111.63152673
"2290","3.4511",20070731,27.36269875,-111.63273558
"2291","3.4512",20070731,27.37162196,-111.63406741
"2292","3.4513",20070731,27.38066736,-111.6353396
"2293","3.4514",20070731,27.38963615,-111.63639708
"2294","3.4515",20070731,27.39860696,-111.63757054
"2295","3.4516",20070731,27.40762758,-111.63882846
"2296","3.4517",20070731,27.41645432,-111.64004039
"2297","3.4518",20070731,27.4254417,-111.64114086
"2298","3.4519",20070731,27.43442084,-111.6423183
"2299","3.4520",20070731,27.44332367,-111.64357833
"2300","3.4521",20070731,27.45232363,-111.64481357
"2301","3.4522",20070731,27.46123751,-111.64612939
"2302","3.4523",20070731,27.47029334,-111.64740226
"2303","3.4524",20070731,27.47913009,-111.64857748
"2304","3.4525",20070731,27.48799987,-111.65019811
"2305","3.4526",20070731,27.49698521,-111.65172927
"2306","3.4527",20070731,27.50588155,-111.65278642
"2307","3.4528",20070731,27.51489199,-111.65424257
"2308","3.4529",20070731,27.52390014,-111.6552436
"2309","3.4530",20070731,27.53277471,-111.65602106
"2310","3.4531",20070731,27.54182519,-111.65738055
"2311","3.4532",20070731,27.55072904,-111.65864983
"2312","3.4533",20070731,27.55960191,-111.6599052
"2313","3.4534",20070731,27.56855028,-111.6612765
"2314","3.4535",20070731,27.57756888,-111.66269528
"2315","3.4536",20070731,27.58648289,-111.66399602
"2316","3.4537",20070731,27.59539448,-111.66543121
"2317","3.4538",20070731,27.6042382,-111.66694768
"2318","3.4539",20070731,27.61324546,-111.66854672
"2319","3.4540",20070731,27.62204768,-111.6702188
"2320","3.4541",20070731,27.63103593,-111.67198711
"2321","3.4542",20070731,27.63988167,-111.67369676
"2322","3.4543",20070731,27.64880232,-111.6754354
"2323","3.4544",20070731,27.65768969,-111.67719309
"2324","3.4545",20070731,27.66667402,-111.67857002
"2325","3.4546",20070731,27.67557244,-111.67979586
"2326","3.4547",20070731,27.68438743,-111.68090715
"2327","3.4548",20070731,27.69350669,-111.68180031
"2328","3.4549",20070731,27.70245929,-111.68227218
"2329","3.4550",20070731,27.71147368,-111.68281087
"2330","3.4551",20070731,27.72049407,-111.68334339
"2331","3.4552",20070731,27.72948678,-111.68395151
"2332","3.4553",20070731,27.73852524,-111.68454427
"2333","3.4554",20070731,27.74753236,-111.68551074
"2334","3.4555",20070731,27.75647319,-111.68677718
"2335","3.4556",20070731,27.76545096,-111.68789629
"2336","3.4557",20070731,27.77438216,-111.68894973
"2337","3.4558",20070731,27.78353316,-111.69064519
"2338","3.4559",20070731,27.79354349,-111.69318531
"2339","3.4560",20070731,27.79985907,-111.69674664
"2340","3.4561",20070731,27.80561248,-111.70456048
"2341","3.4562",20070731,27.81166011,-111.71138576
"2342","3.4563",20070731,27.81765826,-111.71791854
"2343","3.4564",20070731,27.82475323,-111.7237316
"2344","3.4565",20070731,27.82865238,-111.73070785
"2345","3.1761",20070722,29.53796193,-112.64176207
"2346","3.1762",20070722,29.53368446,-112.65109097
"2347","3.1763",20070722,29.52853865,-112.65979942
"2348","3.1764",20070722,29.52334862,-112.6685018
"2349","3.1765",20070722,29.51823503,-112.67701746
"2350","3.1766",20070722,29.51312538,-112.68552572
"2351","3.1767",20070722,29.50800295,-112.6940379
"2352","3.1768",20070722,29.50285877,-112.7024829
"2353","3.1769",20070722,29.49767337,-112.71093507
"2354","3.1770",20070722,29.49247973,-112.71936863
"2355","3.1771",20070722,29.48728607,-112.72778384
"2356","3.1772",20070722,29.48213012,-112.73623247
"2357","3.1773",20070722,29.47694619,-112.74467381
"2358","3.1774",20070722,29.47129607,-112.75273427
"2359","3.1775",20070722,29.46565884,-112.76075126
"2360","3.1776",20070722,29.4597271,-112.76845027
"2361","3.1777",20070722,29.45375532,-112.77630224
"2362","3.1778",20070722,29.44841278,-112.7845003
"2363","3.1779",20070722,29.44387151,-112.79339947
"2364","3.1780",20070722,29.43935572,-112.80233742
"2365","3.1781",20070722,29.43490574,-112.81119365
"2366","3.1782",20070722,29.43035704,-112.82029478
"2367","3.1783",20070722,29.42590247,-112.82913346
"2368","3.1784",20070722,29.42147628,-112.83808295
"2369","3.1785",20070722,29.41699,-112.84685916
"2370","3.1786",20070722,29.41235801,-112.8557089
"2371","3.1787",20070722,29.40771575,-112.86446723
"2372","3.1788",20070722,29.4030015,-112.87337963
"2373","3.1789",20070722,29.39845225,-112.88214993
"2374","3.1790",20070722,29.39376379,-112.89119833
"2375","3.1791",20070722,29.38920932,-112.90003079
"2376","3.1792",20070722,29.38460235,-112.90891711
"2377","3.1793",20070722,29.38015069,-112.91762575
"2378","3.1794",20070722,29.37527598,-112.92712576
"2379","3.1795",20070722,29.37080859,-112.93560195
"2380","3.1796",20070722,29.36611103,-112.94422729
"2381","3.1797",20070722,29.36099698,-112.95314612
"2382","3.1798",20070722,29.35605123,-112.96158158
"2383","3.1799",20070722,29.35116889,-112.96992116
"2384","3.1800",20070722,29.34608097,-112.97870238
"2385","3.1801",20070722,29.34199887,-112.98587978
"2386","3.1802",20070722,29.33617246,-112.99618707
"2387","3.1803",20070722,29.33139445,-113.00467472
"2388","3.1804",20070722,29.32636041,-113.01330808
"2389","3.1805",20070722,29.32112751,-113.02188538
"2390","3.1806",20070722,29.31608643,-113.02996573
"2391","3.1807",20070722,29.31072041,-113.03837987
"2392","3.1808",20070722,29.30561931,-113.04625728
"2393","3.1809",20070722,29.30045728,-113.05419582
"2394","3.1810",20070722,29.2954186,-113.06361772
"2395","3.1811",20070722,29.29125539,-113.07279188
"2396","3.1812",20070722,29.28669469,-113.0835023
"2397","3.1813",20070722,29.28040299,-113.08818103
"2398","3.1814",20070722,29.27783427,-113.08180365
"2399","3.1815",20070722,29.27314738,-113.074836
"2400","3.1816",20070722,29.27121142,-113.06351543
"2401","3.1817",20070722,29.26826479,-113.06070037
"2402","3.1818",20070723,29.26357054,-113.05354489
"2403","3.1819",20070723,29.25406153,-113.05609299
"2404","3.1820",20070723,29.24632731,-113.05802194
"2405","3.1821",20070723,29.23736457,-113.05966809
"2406","3.1822",20070723,29.2287891,-113.06220598
"2407","3.1823",20070723,29.22065365,-113.06702437
"2408","3.1824",20070723,29.21232203,-113.07094422
"2409","3.1825",20070723,29.2040241,-113.07496461
"2410","3.1826",20070723,29.19576165,-113.07896225
"2411","3.1827",20070723,29.18745825,-113.08208618
"2412","3.1828",20070723,29.17860623,-113.08527072
"2413","3.1829",20070723,29.16953001,-113.08848785
"2414","3.1830",20070723,29.16261843,-113.09097732
"2415","3.1831",20070723,29.15267433,-113.09381278
"2416","3.1832",20070723,29.14389353,-113.09631977
"2417","3.1833",20070723,29.13524657,-113.09892906
"2418","3.1834",20070723,29.12652485,-113.10168924
"2419","3.1835",20070723,29.1219673,-113.09836048
"2420","3.1836",20070723,29.12852365,-113.09042561
"2421","3.1837",20070723,29.13321123,-113.0836042
"2422","3.1838",20070723,29.13866825,-113.07439527
"2423","3.1839",20070723,29.14358781,-113.06574449
"2424","3.1840",20070723,29.14857495,-113.05720866
"2425","3.1841",20070723,29.15378182,-113.04885762
"2426","3.1842",20070723,29.15869112,-113.04040589
"2427","3.1843",20070723,29.16344315,-113.0319271
"2428","3.1844",20070723,29.16837436,-113.02309748
"2429","3.1845",20070723,29.17345747,-113.0143951
"2430","3.1846",20070723,29.17819486,-113.00569316
"2431","3.1847",20070723,29.18275977,-112.99661956
"2432","3.1848",20070723,29.18669619,-112.98847317
"2433","3.1849",20070723,29.1910297,-112.97941013
"2434","3.1850",20070723,29.19562781,-112.96995797
"2435","3.1851",20070723,29.20031846,-112.9608078
"2436","3.1852",20070723,29.20441823,-112.95325736
"2437","3.1853",20070723,29.20993325,-112.94327704
"2438","3.1854",20070723,29.21472101,-112.9348407
"2439","3.1855",20070723,29.2198147,-112.92626112
"2440","3.1856",20070723,29.2245358,-112.91744781
"2441","3.1857",20070723,29.22923642,-112.90881687
"2442","3.1858",20070723,29.2341874,-112.9000177
"2443","3.1859",20070723,29.2391379,-112.89136561
"2444","3.1860",20070723,29.24407807,-112.88289466
"2445","3.1861",20070723,29.24916109,-112.87436289
"2446","3.1862",20070723,29.25428515,-112.8659218
"2447","3.1863",20070723,29.25942987,-112.85749349
"2448","3.1864",20070723,29.26479704,-112.84906471
"2449","3.1865",20070723,29.2701802,-112.84091783
"2450","3.1866",20070723,29.27565973,-112.83274057
"2451","3.1867",20070723,29.28110364,-112.82453857
"2452","3.1868",20070723,29.28656973,-112.81628101
"2453","3.1869",20070723,29.29193615,-112.80808947
"2454","3.1870",20070723,29.29731064,-112.79981123
"2455","3.1871",20070723,29.30262644,-112.79150689
"2456","3.1872",20070723,29.30793722,-112.78322637
"2457","3.1873",20070723,29.31323417,-112.77490631
"2458","3.1874",20070723,29.31848767,-112.76656522
"2459","3.1875",20070723,29.32370121,-112.75817346
"2460","3.1876",20070723,29.32885121,-112.74970325
"2461","3.1877",20070723,29.33392254,-112.74119056
"2462","3.1878",20070723,29.33892282,-112.73261347
"2463","3.1879",20070723,29.34387655,-112.72400088
"2464","3.1880",20070723,29.348813,-112.71537959
"2465","3.1881",20070723,29.35369988,-112.7067462
"2466","3.1882",20070723,29.35855678,-112.69805172
"2467","3.1883",20070723,29.36340634,-112.68934817
"2468","3.1884",20070723,29.3681953,-112.68062999
"2469","3.1885",20070723,29.37296889,-112.67190412
"2470","3.1886",20070723,29.37772834,-112.66315093
"2471","3.1887",20070723,29.38233924,-112.65430288
"2472","3.1888",20070723,29.3861408,-112.64486992
"2473","3.1889",20070723,29.3899068,-112.63556255
"2474","3.1890",20070723,29.3935962,-112.62616704
"2475","3.1891",20070723,29.39724509,-112.61675661
"2476","3.1892",20070723,29.40085387,-112.60736741
"2477","3.1893",20070723,29.40442188,-112.59787554
"2478","3.1894",20070723,29.40794128,-112.58839406
"2479","3.1895",20070723,29.41125313,-112.57883855
"2480","3.1896",20070723,29.41448914,-112.56920371
"2481","3.1897",20070723,29.41766286,-112.55953552
"2482","3.1898",20070723,29.41590223,-112.55166849
"2483","3.1899",20070723,29.40687387,-112.55186789
"2484","3.1900",20070723,29.39791864,-112.55215334
"2485","3.1901",20070723,29.38883131,-112.55249086
"2486","3.1902",20070723,29.37980602,-112.55284577
"2487","3.1903",20070723,29.37078078,-112.55318981
"2488","3.1904",20070723,29.36178373,-112.55350076
"2489","3.1905",20070723,29.35276216,-112.55380103
"2490","3.1906",20070723,29.34374292,-112.5541174
"2491","3.1907",20070723,29.33474378,-112.55445031
"2492","3.1908",20070723,29.32572543,-112.55479966
"2493","3.1909",20070723,29.31669942,-112.55519697
"2494","3.1910",20070723,29.3076829,-112.55559686
"2495","3.1911",20070723,29.29872953,-112.55664975
"2496","3.1912",20070723,29.29339529,-112.56483775
"2497","3.1913",20070723,29.28815762,-112.57321627
"2498","3.1914",20070723,29.28301903,-112.58164733
"2499","3.1915",20070723,29.2778918,-112.59013899
"2500","3.1916",20070723,29.27278807,-112.5986293
