"","cruise_int","Date_M","Lat_M","Lon_M","date","year","mean sst","stdev sst","n","satellite date","requested lon min","requested lon max","requested lat min","requested lat max","requested date","median sst","mad sst","mean chlorophyll","stdev chlorophyll","n","satellite date","requested lon min","requested lon max","requested lat min","requested lat max","requested date","median chlorophyll","mad chlorophyll"
"1",9.1284,20140209,27.34472904,-112.16711946,2014-02-09,"2014",19.3926713082098,0.442154902575948,248,"2014-02-09 12:00:00",-112.26711946,-112.06711946,27.24472904,27.44472904,16110,19.4925003051758,0.644312326240539,8.93108910505588,24.3175634181174,260,"2014-02-09 12:00:00",-112.26711946,-112.06711946,27.24472904,27.44472904,16110,4.65983319282532,0.896231782007217
"2",9.1285,20140209,27.34709173,-112.17697088,2014-02-09,"2014",19.3487587297013,0.438320321236224,237,"2014-02-09 12:00:00",-112.27697088,-112.07697088,27.24709173,27.44709173,16110,19.4099998474121,0.626399404907227,9.2569694633028,24.724531295196,251,"2014-02-09 12:00:00",-112.27697088,-112.07697088,27.24709173,27.44709173,16110,4.72100019454956,0.918223501968384
"3",9.1286,20140209,27.34912764,-112.18684726,2014-02-09,"2014",19.3090364251818,0.434834154357851,224,"2014-02-09 12:00:00",-112.28684726,-112.08684726,27.24912764,27.44912764,16110,19.1812496185303,0.517056919670105,9.65338244279885,25.2220839990504,241,"2014-02-09 12:00:00",-112.28684726,-112.08684726,27.24912764,27.44912764,16110,4.81466674804688,0.940957175159454
"4",9.1287,20140209,27.35127961,-112.19649487,2014-02-09,"2014",19.2707464028309,0.419759983551246,211,"2014-02-09 12:00:00",-112.29649487,-112.09649487,27.25127961,27.45127961,16110,19.0900001525879,0.452193452453613,10.0820587085641,25.7834676651127,230,"2014-02-09 12:00:00",-112.29649487,-112.09649487,27.25127961,27.45127961,16110,4.95849990844727,0.980246055364609
"5",9.1288,20140209,27.35323662,-112.20534377,2014-02-09,"2014",19.2707464028309,0.419759983551246,211,"2014-02-09 12:00:00",-112.29649487,-112.09649487,27.25127961,27.45127961,16110,19.0900001525879,0.452193452453613,10.0820587085641,25.7834676651127,230,"2014-02-09 12:00:00",-112.29649487,-112.09649487,27.25127961,27.45127961,16110,4.95849990844727,0.980246055364609
"6",9.1289,20140209,27.3556173,-112.21602548,2014-02-09,"2014",19.2418834725205,0.40940674497158,196,"2014-02-09 12:00:00",-112.31602548,-112.11602548,27.2556173,27.4556173,16110,19.0387506484985,0.376210937690735,10.527921273074,26.4402267745068,218,"2014-02-09 12:00:00",-112.31602548,-112.11602548,27.2556173,27.4556173,16110,5.04666686058044,0.955535725450516
"7",9.129,20140209,27.35546276,-112.22552731,2014-02-09,"2014",19.2290184868707,0.407843203595839,180,"2014-02-09 12:00:00",-112.32552731,-112.12552731,27.25546276,27.45546276,16110,19.0112504959106,0.333585565567017,11.0269494459997,27.4804416197875,201,"2014-02-09 12:00:00",-112.32552731,-112.12552731,27.25546276,27.45546276,16110,5.14333295822144,0.981974923038483
"8",9.1291,20140209,27.34942468,-112.2246838,2014-02-09,"2014",19.2290184868707,0.407843203595839,180,"2014-02-09 12:00:00",-112.32552731,-112.12552731,27.25546276,27.45546276,16110,19.0112504959106,0.333585565567017,11.0269494459997,27.4804416197875,201,"2014-02-09 12:00:00",-112.32552731,-112.12552731,27.25546276,27.45546276,16110,5.14333295822144,0.981974923038483
"9",9.1292,20140209,27.34357198,-112.2240831,2014-02-09,"2014",19.2157401701983,0.411015719343989,170,"2014-02-09 12:00:00",-112.3240831,-112.1240831,27.24357198,27.44357198,16110,19.008749961853,0.298371949195862,11.6661597539981,28.2940108843521,192,"2014-02-09 12:00:00",-112.3240831,-112.1240831,27.24357198,27.44357198,16110,5.24783325195312,1.05066975331306
"10",9.1293,20140209,27.35185991,-112.22664718,2014-02-09,"2014",19.2290184868707,0.407843203595839,180,"2014-02-09 12:00:00",-112.32664718,-112.12664718,27.25185991,27.45185991,16110,19.0112504959106,0.333585565567017,11.0269494459997,27.4804416197875,201,"2014-02-09 12:00:00",-112.32664718,-112.12664718,27.25185991,27.45185991,16110,5.14333295822144,0.981974923038483
"11",9.1294,20140209,27.36056237,-112.22427839,2014-02-09,"2014",19.245235592907,0.398185661381149,191,"2014-02-09 12:00:00",-112.32427839,-112.12427839,27.26056237,27.46056237,16110,19.0774993896484,0.458372272109985,8.87524845713661,21.4948010451505,210,"2014-02-09 12:00:00",-112.32427839,-112.12427839,27.26056237,27.46056237,16110,5.02633357048035,0.907845347213745
"12",9.1295,20140209,27.36839335,-112.21926861,2014-02-09,"2014",19.245235592907,0.398185661381149,191,"2014-02-09 12:00:00",-112.32427839,-112.12427839,27.26056237,27.46056237,16110,19.0774993896484,0.458372272109985,8.87524845713661,21.4948010451505,210,"2014-02-09 12:00:00",-112.32427839,-112.12427839,27.26056237,27.46056237,16110,5.02633357048035,0.907845347213745
"13",9.1296,20140209,27.3755838,-112.21416705,2014-02-09,"2014",19.2745680152823,0.386484426823395,218,"2014-02-09 12:00:00",-112.31416705,-112.11416705,27.2755838,27.4755838,16110,19.1941661834717,0.471961433601379,7.9000755922269,18.367522987826,236,"2014-02-09 12:00:00",-112.31416705,-112.11416705,27.2755838,27.4755838,16110,4.875,1.01360425844192
"14",9.1297,20140209,27.38366758,-112.20847118,2014-02-09,"2014",19.2841850972809,0.37706921792634,226,"2014-02-09 12:00:00",-112.30847118,-112.10847118,27.28366758,27.48366758,16110,19.2316665649414,0.476903075408936,7.83484633535635,18.1998290191407,244,"2014-02-09 12:00:00",-112.30847118,-112.10847118,27.28366758,27.48366758,16110,4.80183339118958,1.0138513405323
